date,level_1,level_2,level_3,lati,longti,refugee,sum_1,sum_2,sum_3,sum
2016/4/5,JOR,Ajlun Governorate,Ajlun,32.3335,35.7472,8511,632193,8511,8511,4778588,
2016/4/4,JOR,Ajlun Governorate,Ajlun,32.3335,35.7472,0,0,0,0,0,
2016/4/3,JOR,Ajlun Governorate,Ajlun,32.3335,35.7472,0,0,0,0,0,
2016/4/2,JOR,Ajlun Governorate,Ajlun,32.3335,35.7472,0,0,0,0,0,
2016/4/1,JOR,Ajlun Governorate,Ajlun,32.3335,35.7472,0,0,0,0,0,
2016/3/31,JOR,Ajlun Governorate,Ajlun,32.3335,35.7472,0,0,0,0,0,
2016/3/30,JOR,Ajlun Governorate,Ajlun,32.3335,35.7472,0,0,0,0,0,
2016/3/29,JOR,Ajlun Governorate,Ajlun,32.3335,35.7472,0,0,0,0,0,
2016/3/28,JOR,Ajlun Governorate,Ajlun,32.3335,35.7472,0,0,0,0,0,
2016/3/27,JOR,Ajlun Governorate,Ajlun,32.3335,35.7472,0,0,0,0,0,
2016/3/26,JOR,Ajlun Governorate,Ajlun,32.3335,35.7472,0,0,0,0,0,
2016/3/25,JOR,Ajlun Governorate,Ajlun,32.3335,35.7472,0,0,0,0,0,
2016/3/24,JOR,Ajlun Governorate,Ajlun,32.3335,35.7472,0,0,0,0,0,
2016/3/23,JOR,Ajlun Governorate,Ajlun,32.3335,35.7472,0,0,0,0,0,
2016/3/22,JOR,Ajlun Governorate,Ajlun,32.3335,35.7472,0,0,0,0,0,
2016/3/21,JOR,Ajlun Governorate,Ajlun,32.3335,35.7472,0,0,0,0,0,
2016/3/20,JOR,Ajlun Governorate,Ajlun,32.3335,35.7472,0,0,0,0,0,
2016/3/19,JOR,Ajlun Governorate,Ajlun,32.3335,35.7472,0,0,0,0,0,
2016/3/18,JOR,Ajlun Governorate,Ajlun,32.3335,35.7472,0,0,0,0,0,
2016/3/17,JOR,Ajlun Governorate,Ajlun,32.3335,35.7472,0,0,0,0,0,
2016/3/16,JOR,Ajlun Governorate,Ajlun,32.3335,35.7472,0,0,0,0,0,
2016/3/15,JOR,Ajlun Governorate,Ajlun,32.3335,35.7472,0,0,0,0,0,
2016/3/14,JOR,Ajlun Governorate,Ajlun,32.3335,35.7472,0,0,0,0,0,
2016/3/13,JOR,Ajlun Governorate,Ajlun,32.3335,35.7472,0,0,0,0,0,
2016/3/12,JOR,Ajlun Governorate,Ajlun,32.3335,35.7472,0,0,0,0,0,
2016/3/11,JOR,Ajlun Governorate,Ajlun,32.3335,35.7472,0,0,0,0,0,
2016/3/10,JOR,Ajlun Governorate,Ajlun,32.3335,35.7472,0,0,0,0,0,
2016/3/9,JOR,Ajlun Governorate,Ajlun,32.3335,35.7472,0,0,0,0,0,
2016/3/8,JOR,Ajlun Governorate,Ajlun,32.3335,35.7472,0,0,0,0,0,
2016/3/7,JOR,Ajlun Governorate,Ajlun,32.3335,35.7472,0,0,0,0,0,
2016/3/6,JOR,Ajlun Governorate,Ajlun,32.3335,35.7472,0,0,0,0,0,
2016/3/5,JOR,Ajlun Governorate,Ajlun,32.3335,35.7472,0,0,0,0,0,
2016/3/4,JOR,Ajlun Governorate,Ajlun,32.3335,35.7472,0,0,0,0,0,
2016/3/3,JOR,Ajlun Governorate,Ajlun,32.3335,35.7472,0,0,0,0,0,
2016/3/2,JOR,Ajlun Governorate,Ajlun,32.3335,35.7472,0,0,0,0,0,
2016/3/1,JOR,Ajlun Governorate,Ajlun,32.3335,35.7472,0,0,0,0,0,
2016/2/29,JOR,Ajlun Governorate,Ajlun,32.3335,35.7472,0,0,0,0,0,
2016/2/28,JOR,Ajlun Governorate,Ajlun,32.3335,35.7472,0,0,0,0,0,
2016/2/27,JOR,Ajlun Governorate,Ajlun,32.3335,35.7472,0,0,0,0,0,
2016/2/26,JOR,Ajlun Governorate,Ajlun,32.3335,35.7472,0,0,0,0,0,
2016/2/25,JOR,Ajlun Governorate,Ajlun,32.3335,35.7472,0,0,0,0,0,
2016/2/24,JOR,Ajlun Governorate,Ajlun,32.3335,35.7472,0,0,0,0,0,
2016/2/23,JOR,Ajlun Governorate,Ajlun,32.3335,35.7472,0,0,0,0,0,
2016/2/22,JOR,Ajlun Governorate,Ajlun,32.3335,35.7472,0,0,0,0,0,
2016/2/21,JOR,Ajlun Governorate,Ajlun,32.3335,35.7472,0,0,0,0,0,
2016/2/20,JOR,Ajlun Governorate,Ajlun,32.3335,35.7472,0,0,0,0,0,
2016/2/19,JOR,Ajlun Governorate,Ajlun,32.3335,35.7472,0,0,0,0,0,
2016/2/18,JOR,Ajlun Governorate,Ajlun,32.3335,35.7472,0,0,0,0,0,
2016/2/17,JOR,Ajlun Governorate,Ajlun,32.3335,35.7472,0,0,0,0,0,
2016/2/16,JOR,Ajlun Governorate,Ajlun,32.3335,35.7472,0,0,0,0,0,
2016/2/15,JOR,Ajlun Governorate,Ajlun,32.3335,35.7472,0,0,0,0,0,
2016/2/14,JOR,Ajlun Governorate,Ajlun,32.3335,35.7472,0,0,0,0,0,
2016/2/13,JOR,Ajlun Governorate,Ajlun,32.3335,35.7472,0,0,0,0,0,
2016/2/12,JOR,Ajlun Governorate,Ajlun,32.3335,35.7472,0,0,0,0,0,
2016/2/11,JOR,Ajlun Governorate,Ajlun,32.3335,35.7472,0,0,0,0,0,
2016/2/10,JOR,Ajlun Governorate,Ajlun,32.3335,35.7472,0,0,0,0,0,
2016/2/9,JOR,Ajlun Governorate,Ajlun,32.3335,35.7472,0,0,0,0,0,
2016/2/8,JOR,Ajlun Governorate,Ajlun,32.3335,35.7472,0,0,0,0,0,
2016/2/7,JOR,Ajlun Governorate,Ajlun,32.3335,35.7472,0,0,0,0,0,
2016/2/6,JOR,Ajlun Governorate,Ajlun,32.3335,35.7472,0,0,0,0,0,
2016/2/5,JOR,Ajlun Governorate,Ajlun,32.3335,35.7472,0,0,0,0,0,
2016/2/4,JOR,Ajlun Governorate,Ajlun,32.3335,35.7472,0,0,0,0,0,
2016/2/3,JOR,Ajlun Governorate,Ajlun,32.3335,35.7472,0,0,0,0,0,
2016/2/2,JOR,Ajlun Governorate,Ajlun,32.3335,35.7472,0,0,0,0,0,
2016/2/1,JOR,Ajlun Governorate,Ajlun,32.3335,35.7472,0,0,0,0,0,
2016/1/31,JOR,Ajlun Governorate,Ajlun,32.3335,35.7472,0,0,0,0,0,
2016/1/30,JOR,Ajlun Governorate,Ajlun,32.3335,35.7472,0,0,0,0,0,
2016/1/29,JOR,Ajlun Governorate,Ajlun,32.3335,35.7472,0,0,0,0,0,
2016/1/28,JOR,Ajlun Governorate,Ajlun,32.3335,35.7472,0,0,0,0,0,
2016/1/27,JOR,Ajlun Governorate,Ajlun,32.3335,35.7472,0,0,0,0,0,
2016/1/26,JOR,Ajlun Governorate,Ajlun,32.3335,35.7472,0,0,0,0,0,
2016/1/25,JOR,Ajlun Governorate,Ajlun,32.3335,35.7472,0,0,0,0,0,
2016/1/24,JOR,Ajlun Governorate,Ajlun,32.3335,35.7472,0,0,0,0,0,
2016/1/23,JOR,Ajlun Governorate,Ajlun,32.3335,35.7472,0,0,0,0,0,
2016/1/22,JOR,Ajlun Governorate,Ajlun,32.3335,35.7472,0,0,0,0,0,
2016/1/21,JOR,Ajlun Governorate,Ajlun,32.3335,35.7472,0,0,0,0,0,
2016/1/20,JOR,Ajlun Governorate,Ajlun,32.3335,35.7472,0,0,0,0,0,
2016/1/19,JOR,Ajlun Governorate,Ajlun,32.3335,35.7472,0,0,0,0,0,
2016/1/18,JOR,Ajlun Governorate,Ajlun,32.3335,35.7472,0,0,0,0,0,
2016/1/17,JOR,Ajlun Governorate,Ajlun,32.3335,35.7472,0,0,0,0,0,
2016/1/16,JOR,Ajlun Governorate,Ajlun,32.3335,35.7472,0,0,0,0,0,
2016/1/15,JOR,Ajlun Governorate,Ajlun,32.3335,35.7472,0,0,0,0,0,
2016/1/14,JOR,Ajlun Governorate,Ajlun,32.3335,35.7472,0,0,0,0,0,
2016/1/13,JOR,Ajlun Governorate,Ajlun,32.3335,35.7472,0,0,0,0,0,
2016/1/12,JOR,Ajlun Governorate,Ajlun,32.3335,35.7472,0,0,0,0,0,
2016/1/11,JOR,Ajlun Governorate,Ajlun,32.3335,35.7472,0,0,0,0,0,
2016/1/10,JOR,Ajlun Governorate,Ajlun,32.3335,35.7472,0,0,0,0,0,
2016/1/9,JOR,Ajlun Governorate,Ajlun,32.3335,35.7472,0,0,0,0,0,
2016/1/8,JOR,Ajlun Governorate,Ajlun,32.3335,35.7472,0,0,0,0,0,
2016/1/7,JOR,Ajlun Governorate,Ajlun,32.3335,35.7472,0,0,0,0,0,
2016/1/6,JOR,Ajlun Governorate,Ajlun,32.3335,35.7472,0,0,0,0,0,
2016/1/5,JOR,Ajlun Governorate,Ajlun,32.3335,35.7472,0,0,0,0,0,
2016/1/4,JOR,Ajlun Governorate,Ajlun,32.3335,35.7472,0,0,0,0,0,
2016/1/3,JOR,Ajlun Governorate,Ajlun,32.3335,35.7472,0,0,0,0,0,
2016/1/2,JOR,Ajlun Governorate,Ajlun,32.3335,35.7472,0,0,0,0,0,
2016/1/1,JOR,Ajlun Governorate,Ajlun,32.3335,35.7472,0,0,0,0,0,
2015/12/31,JOR,Ajlun Governorate,Ajlun,32.3335,35.7472,0,0,0,0,0,
2015/12/30,JOR,Ajlun Governorate,Ajlun,32.3335,35.7472,0,0,0,0,0,
2015/12/29,JOR,Ajlun Governorate,Ajlun,32.3335,35.7472,0,0,0,0,0,
2015/12/28,JOR,Ajlun Governorate,Ajlun,32.3335,35.7472,0,0,0,0,0,
2015/12/27,JOR,Ajlun Governorate,Ajlun,32.3335,35.7472,0,0,0,0,0,
2015/12/26,JOR,Ajlun Governorate,Ajlun,32.3335,35.7472,0,0,0,0,0,
2015/12/25,JOR,Ajlun Governorate,Ajlun,32.3335,35.7472,0,0,0,0,0,
2015/12/24,JOR,Ajlun Governorate,Ajlun,32.3335,35.7472,0,0,0,0,0,
2015/12/23,JOR,Ajlun Governorate,Ajlun,32.3335,35.7472,0,0,0,0,0,
2015/12/22,JOR,Ajlun Governorate,Ajlun,32.3335,35.7472,0,0,0,0,0,
2015/12/21,JOR,Ajlun Governorate,Ajlun,32.3335,35.7472,0,0,0,0,0,
2015/12/20,JOR,Ajlun Governorate,Ajlun,32.3335,35.7472,0,0,0,0,0,
2015/12/19,JOR,Ajlun Governorate,Ajlun,32.3335,35.7472,0,0,0,0,0,
2015/12/18,JOR,Ajlun Governorate,Ajlun,32.3335,35.7472,0,0,0,0,0,
2015/12/17,JOR,Ajlun Governorate,Ajlun,32.3335,35.7472,0,0,0,0,0,
2015/12/16,JOR,Ajlun Governorate,Ajlun,32.3335,35.7472,0,0,0,0,0,
2015/12/15,JOR,Ajlun Governorate,Ajlun,32.3335,35.7472,0,0,0,0,0,
2015/12/14,JOR,Ajlun Governorate,Ajlun,32.3335,35.7472,0,0,0,0,0,
2015/12/13,JOR,Ajlun Governorate,Ajlun,32.3335,35.7472,0,0,0,0,0,
2015/12/12,JOR,Ajlun Governorate,Ajlun,32.3335,35.7472,0,0,0,0,0,
2015/12/11,JOR,Ajlun Governorate,Ajlun,32.3335,35.7472,0,0,0,0,0,
2015/12/10,JOR,Ajlun Governorate,Ajlun,32.3335,35.7472,0,0,0,0,0,
2015/12/9,JOR,Ajlun Governorate,Ajlun,32.3335,35.7472,0,0,0,0,0,
2015/12/8,JOR,Ajlun Governorate,Ajlun,32.3335,35.7472,0,0,0,0,0,
2015/12/7,JOR,Ajlun Governorate,Ajlun,32.3335,35.7472,0,0,0,0,0,
2015/12/6,JOR,Ajlun Governorate,Ajlun,32.3335,35.7472,0,0,0,0,0,
2015/12/5,JOR,Ajlun Governorate,Ajlun,32.3335,35.7472,0,0,0,0,0,
2015/12/4,JOR,Ajlun Governorate,Ajlun,32.3335,35.7472,0,0,0,0,0,
2015/12/3,JOR,Ajlun Governorate,Ajlun,32.3335,35.7472,0,0,0,0,0,
2015/12/2,JOR,Ajlun Governorate,Ajlun,32.3335,35.7472,0,0,0,0,0,
2015/12/1,JOR,Ajlun Governorate,Ajlun,32.3335,35.7472,0,0,0,0,0,
2015/11/30,JOR,Ajlun Governorate,Ajlun,32.3335,35.7472,0,0,0,0,0,
2015/11/29,JOR,Ajlun Governorate,Ajlun,32.3335,35.7472,0,0,0,0,0,
2015/11/28,JOR,Ajlun Governorate,Ajlun,32.3335,35.7472,0,0,0,0,0,
2015/11/27,JOR,Ajlun Governorate,Ajlun,32.3335,35.7472,0,0,0,0,0,
2015/11/26,JOR,Ajlun Governorate,Ajlun,32.3335,35.7472,0,0,0,0,0,
2015/11/25,JOR,Ajlun Governorate,Ajlun,32.3335,35.7472,0,0,0,0,0,
2015/11/24,JOR,Ajlun Governorate,Ajlun,32.3335,35.7472,0,0,0,0,0,
2015/11/23,JOR,Ajlun Governorate,Ajlun,32.3335,35.7472,0,0,0,0,0,
2015/11/22,JOR,Ajlun Governorate,Ajlun,32.3335,35.7472,0,0,0,0,0,
2015/11/21,JOR,Ajlun Governorate,Ajlun,32.3335,35.7472,0,0,0,0,0,
2015/11/20,JOR,Ajlun Governorate,Ajlun,32.3335,35.7472,0,0,0,0,0,
2015/11/19,JOR,Ajlun Governorate,Ajlun,32.3335,35.7472,0,0,0,0,0,
2015/11/18,JOR,Ajlun Governorate,Ajlun,32.3335,35.7472,0,0,0,0,0,
2015/11/17,JOR,Ajlun Governorate,Ajlun,32.3335,35.7472,0,0,0,0,0,
2015/11/16,JOR,Ajlun Governorate,Ajlun,32.3335,35.7472,0,0,0,0,0,
2015/11/15,JOR,Ajlun Governorate,Ajlun,32.3335,35.7472,0,0,0,0,0,
2015/11/14,JOR,Ajlun Governorate,Ajlun,32.3335,35.7472,0,0,0,0,0,
2015/11/13,JOR,Ajlun Governorate,Ajlun,32.3335,35.7472,0,0,0,0,0,
2015/11/12,JOR,Ajlun Governorate,Ajlun,32.3335,35.7472,0,0,0,0,0,
2015/11/11,JOR,Ajlun Governorate,Ajlun,32.3335,35.7472,0,0,0,0,0,
2015/11/10,JOR,Ajlun Governorate,Ajlun,32.3335,35.7472,0,0,0,0,0,
2015/11/9,JOR,Ajlun Governorate,Ajlun,32.3335,35.7472,0,0,0,0,0,
2015/11/8,JOR,Ajlun Governorate,Ajlun,32.3335,35.7472,0,0,0,0,0,
2015/11/7,JOR,Ajlun Governorate,Ajlun,32.3335,35.7472,0,0,0,0,0,
2015/11/6,JOR,Ajlun Governorate,Ajlun,32.3335,35.7472,0,0,0,0,0,
2015/11/5,JOR,Ajlun Governorate,Ajlun,32.3335,35.7472,0,0,0,0,0,
2015/11/4,JOR,Ajlun Governorate,Ajlun,32.3335,35.7472,0,0,0,0,0,
2015/11/3,JOR,Ajlun Governorate,Ajlun,32.3335,35.7472,0,0,0,0,0,
2015/11/2,JOR,Ajlun Governorate,Ajlun,32.3335,35.7472,0,0,0,0,0,
2015/11/1,JOR,Ajlun Governorate,Ajlun,32.3335,35.7472,0,0,0,0,0,
2015/10/31,JOR,Ajlun Governorate,Ajlun,32.3335,35.7472,0,0,0,0,0,
2015/10/30,JOR,Ajlun Governorate,Ajlun,32.3335,35.7472,0,0,0,0,0,
2015/10/29,JOR,Ajlun Governorate,Ajlun,32.3335,35.7472,0,0,0,0,0,
2015/10/28,JOR,Ajlun Governorate,Ajlun,32.3335,35.7472,0,0,0,0,0,
2015/10/27,JOR,Ajlun Governorate,Ajlun,32.3335,35.7472,0,0,0,0,0,
2015/10/26,JOR,Ajlun Governorate,Ajlun,32.3335,35.7472,0,0,0,0,0,
2015/10/25,JOR,Ajlun Governorate,Ajlun,32.3335,35.7472,0,0,0,0,0,
2015/10/24,JOR,Ajlun Governorate,Ajlun,32.3335,35.7472,0,0,0,0,0,
2015/10/23,JOR,Ajlun Governorate,Ajlun,32.3335,35.7472,0,0,0,0,0,
2015/10/22,JOR,Ajlun Governorate,Ajlun,32.3335,35.7472,0,0,0,0,0,
2015/10/21,JOR,Ajlun Governorate,Ajlun,32.3335,35.7472,0,0,0,0,0,
2015/10/20,JOR,Ajlun Governorate,Ajlun,32.3335,35.7472,0,0,0,0,0,
2015/10/19,JOR,Ajlun Governorate,Ajlun,32.3335,35.7472,0,0,0,0,0,
2015/10/18,JOR,Ajlun Governorate,Ajlun,32.3335,35.7472,0,0,0,0,0,
2015/10/17,JOR,Ajlun Governorate,Ajlun,32.3335,35.7472,0,0,0,0,0,
2015/10/16,JOR,Ajlun Governorate,Ajlun,32.3335,35.7472,0,0,0,0,0,
2015/10/15,JOR,Ajlun Governorate,Ajlun,32.3335,35.7472,0,0,0,0,0,
2015/10/14,JOR,Ajlun Governorate,Ajlun,32.3335,35.7472,0,0,0,0,0,
2015/10/13,JOR,Ajlun Governorate,Ajlun,32.3335,35.7472,0,0,0,0,0,
2015/10/12,JOR,Ajlun Governorate,Ajlun,32.3335,35.7472,0,0,0,0,0,
2015/10/11,JOR,Ajlun Governorate,Ajlun,32.3335,35.7472,0,0,0,0,0,
2015/10/10,JOR,Ajlun Governorate,Ajlun,32.3335,35.7472,0,0,0,0,0,
2015/10/9,JOR,Ajlun Governorate,Ajlun,32.3335,35.7472,0,0,0,0,0,
2015/10/8,JOR,Ajlun Governorate,Ajlun,32.3335,35.7472,0,0,0,0,0,
2015/10/7,JOR,Ajlun Governorate,Ajlun,32.3335,35.7472,0,0,0,0,0,
2015/10/6,JOR,Ajlun Governorate,Ajlun,32.3335,35.7472,0,0,0,0,0,
2015/10/5,JOR,Ajlun Governorate,Ajlun,32.3335,35.7472,0,0,0,0,0,
2015/10/4,JOR,Ajlun Governorate,Ajlun,32.3335,35.7472,0,0,0,0,0,
2015/10/3,JOR,Ajlun Governorate,Ajlun,32.3335,35.7472,0,0,0,0,0,
2015/10/2,JOR,Ajlun Governorate,Ajlun,32.3335,35.7472,0,0,0,0,0,
2015/10/1,JOR,Ajlun Governorate,Ajlun,32.3335,35.7472,0,0,0,0,0,
2015/9/30,JOR,Ajlun Governorate,Ajlun,32.3335,35.7472,0,0,0,0,0,
2015/9/29,JOR,Ajlun Governorate,Ajlun,32.3335,35.7472,0,0,0,0,0,
2015/9/28,JOR,Ajlun Governorate,Ajlun,32.3335,35.7472,0,0,0,0,0,
2015/9/27,JOR,Ajlun Governorate,Ajlun,32.3335,35.7472,0,0,0,0,0,
2015/9/26,JOR,Ajlun Governorate,Ajlun,32.3335,35.7472,0,0,0,0,0,
2015/9/25,JOR,Ajlun Governorate,Ajlun,32.3335,35.7472,0,0,0,0,0,
2015/9/24,JOR,Ajlun Governorate,Ajlun,32.3335,35.7472,0,0,0,0,0,
2015/9/23,JOR,Ajlun Governorate,Ajlun,32.3335,35.7472,0,0,0,0,0,
2015/9/22,JOR,Ajlun Governorate,Ajlun,32.3335,35.7472,0,0,0,0,0,
2015/9/21,JOR,Ajlun Governorate,Ajlun,32.3335,35.7472,0,0,0,0,0,
2015/9/20,JOR,Ajlun Governorate,Ajlun,32.3335,35.7472,0,0,0,0,0,
2015/9/19,JOR,Ajlun Governorate,Ajlun,32.3335,35.7472,0,0,0,0,0,
2015/9/18,JOR,Ajlun Governorate,Ajlun,32.3335,35.7472,0,0,0,0,0,
2015/9/17,JOR,Ajlun Governorate,Ajlun,32.3335,35.7472,0,0,0,0,0,
2015/9/16,JOR,Ajlun Governorate,Ajlun,32.3335,35.7472,0,0,0,0,0,
2015/9/15,JOR,Ajlun Governorate,Ajlun,32.3335,35.7472,0,0,0,0,0,
2015/9/14,JOR,Ajlun Governorate,Ajlun,32.3335,35.7472,0,0,0,0,0,
2015/9/13,JOR,Ajlun Governorate,Ajlun,32.3335,35.7472,0,0,0,0,0,
2015/9/12,JOR,Ajlun Governorate,Ajlun,32.3335,35.7472,0,0,0,0,0,
2015/9/11,JOR,Ajlun Governorate,Ajlun,32.3335,35.7472,0,0,0,0,0,
2015/9/10,JOR,Ajlun Governorate,Ajlun,32.3335,35.7472,0,0,0,0,0,
2015/9/9,JOR,Ajlun Governorate,Ajlun,32.3335,35.7472,0,0,0,0,0,
2015/9/8,JOR,Ajlun Governorate,Ajlun,32.3335,35.7472,0,0,0,0,0,
2015/9/7,JOR,Ajlun Governorate,Ajlun,32.3335,35.7472,0,0,0,0,0,
2015/9/6,JOR,Ajlun Governorate,Ajlun,32.3335,35.7472,0,0,0,0,0,
2015/9/5,JOR,Ajlun Governorate,Ajlun,32.3335,35.7472,0,0,0,0,0,
2015/9/4,JOR,Ajlun Governorate,Ajlun,32.3335,35.7472,0,0,0,0,0,
2015/9/3,JOR,Ajlun Governorate,Ajlun,32.3335,35.7472,0,0,0,0,0,
2015/9/2,JOR,Ajlun Governorate,Ajlun,32.3335,35.7472,0,0,0,0,0,
2015/9/1,JOR,Ajlun Governorate,Ajlun,32.3335,35.7472,0,0,0,0,0,
2015/8/31,JOR,Ajlun Governorate,Ajlun,32.3335,35.7472,0,0,0,0,0,
2015/8/30,JOR,Ajlun Governorate,Ajlun,32.3335,35.7472,0,0,0,0,0,
2015/8/29,JOR,Ajlun Governorate,Ajlun,32.3335,35.7472,0,0,0,0,0,
2015/8/28,JOR,Ajlun Governorate,Ajlun,32.3335,35.7472,0,0,0,0,0,
2015/8/27,JOR,Ajlun Governorate,Ajlun,32.3335,35.7472,0,0,0,0,0,
2015/8/26,JOR,Ajlun Governorate,Ajlun,32.3335,35.7472,0,0,0,0,0,
2015/8/25,JOR,Ajlun Governorate,Ajlun,32.3335,35.7472,0,0,0,0,0,
2015/8/24,JOR,Ajlun Governorate,Ajlun,32.3335,35.7472,0,0,0,0,0,
2015/8/23,JOR,Ajlun Governorate,Ajlun,32.3335,35.7472,0,0,0,0,0,
2015/8/22,JOR,Ajlun Governorate,Ajlun,32.3335,35.7472,0,0,0,0,0,
2015/8/21,JOR,Ajlun Governorate,Ajlun,32.3335,35.7472,0,0,0,0,0,
2015/8/20,JOR,Ajlun Governorate,Ajlun,32.3335,35.7472,0,0,0,0,0,
2015/8/19,JOR,Ajlun Governorate,Ajlun,32.3335,35.7472,0,0,0,0,0,
2015/8/18,JOR,Ajlun Governorate,Ajlun,32.3335,35.7472,0,0,0,0,0,
2015/8/17,JOR,Ajlun Governorate,Ajlun,32.3335,35.7472,0,0,0,0,0,
2015/8/16,JOR,Ajlun Governorate,Ajlun,32.3335,35.7472,0,0,0,0,0,
2015/8/15,JOR,Ajlun Governorate,Ajlun,32.3335,35.7472,0,0,0,0,0,
2015/8/14,JOR,Ajlun Governorate,Ajlun,32.3335,35.7472,0,0,0,0,0,
2015/8/13,JOR,Ajlun Governorate,Ajlun,32.3335,35.7472,0,0,0,0,0,
2015/8/12,JOR,Ajlun Governorate,Ajlun,32.3335,35.7472,0,0,0,0,0,
2015/8/11,JOR,Ajlun Governorate,Ajlun,32.3335,35.7472,0,0,0,0,0,
2015/8/10,JOR,Ajlun Governorate,Ajlun,32.3335,35.7472,0,0,0,0,0,
2015/8/9,JOR,Ajlun Governorate,Ajlun,32.3335,35.7472,0,0,0,0,0,
2015/8/8,JOR,Ajlun Governorate,Ajlun,32.3335,35.7472,0,0,0,0,0,
2015/8/7,JOR,Ajlun Governorate,Ajlun,32.3335,35.7472,0,0,0,0,0,
2015/8/6,JOR,Ajlun Governorate,Ajlun,32.3335,35.7472,0,0,0,0,0,
2015/8/5,JOR,Ajlun Governorate,Ajlun,32.3335,35.7472,0,0,0,0,0,
2015/8/4,JOR,Ajlun Governorate,Ajlun,32.3335,35.7472,0,0,0,0,0,
2015/8/3,JOR,Ajlun Governorate,Ajlun,32.3335,35.7472,0,0,0,0,0,
2015/8/2,JOR,Ajlun Governorate,Ajlun,32.3335,35.7472,0,0,0,0,0,
2015/8/1,JOR,Ajlun Governorate,Ajlun,32.3335,35.7472,0,0,0,0,0,
2015/7/31,JOR,Ajlun Governorate,Ajlun,32.3335,35.7472,0,0,0,0,0,
2015/7/30,JOR,Ajlun Governorate,Ajlun,32.3335,35.7472,0,0,0,0,0,
2015/7/29,JOR,Ajlun Governorate,Ajlun,32.3335,35.7472,0,0,0,0,0,
2015/7/28,JOR,Ajlun Governorate,Ajlun,32.3335,35.7472,0,0,0,0,0,
2015/7/27,JOR,Ajlun Governorate,Ajlun,32.3335,35.7472,0,0,0,0,0,
2015/7/26,JOR,Ajlun Governorate,Ajlun,32.3335,35.7472,0,0,0,0,0,
2015/7/25,JOR,Ajlun Governorate,Ajlun,32.3335,35.7472,0,0,0,0,0,
2015/7/24,JOR,Ajlun Governorate,Ajlun,32.3335,35.7472,0,0,0,0,0,
2015/7/23,JOR,Ajlun Governorate,Ajlun,32.3335,35.7472,0,0,0,0,0,
2015/7/22,JOR,Ajlun Governorate,Ajlun,32.3335,35.7472,0,0,0,0,0,
2015/7/21,JOR,Ajlun Governorate,Ajlun,32.3335,35.7472,0,0,0,0,0,
2015/7/20,JOR,Ajlun Governorate,Ajlun,32.3335,35.7472,0,0,0,0,0,
2015/7/19,JOR,Ajlun Governorate,Ajlun,32.3335,35.7472,0,0,0,0,0,
2015/7/18,JOR,Ajlun Governorate,Ajlun,32.3335,35.7472,0,0,0,0,0,
2015/7/17,JOR,Ajlun Governorate,Ajlun,32.3335,35.7472,0,0,0,0,0,
2015/7/16,JOR,Ajlun Governorate,Ajlun,32.3335,35.7472,0,0,0,0,0,
2015/7/15,JOR,Ajlun Governorate,Ajlun,32.3335,35.7472,0,0,0,0,0,
2015/7/14,JOR,Ajlun Governorate,Ajlun,32.3335,35.7472,0,0,0,0,0,
2015/7/13,JOR,Ajlun Governorate,Ajlun,32.3335,35.7472,0,0,0,0,0,
2015/7/12,JOR,Ajlun Governorate,Ajlun,32.3335,35.7472,0,0,0,0,0,
2015/7/11,JOR,Ajlun Governorate,Ajlun,32.3335,35.7472,0,0,0,0,0,
2015/7/10,JOR,Ajlun Governorate,Ajlun,32.3335,35.7472,0,0,0,0,0,
2015/7/9,JOR,Ajlun Governorate,Ajlun,32.3335,35.7472,0,0,0,0,0,
2015/7/8,JOR,Ajlun Governorate,Ajlun,32.3335,35.7472,0,0,0,0,0,
2015/7/7,JOR,Ajlun Governorate,Ajlun,32.3335,35.7472,0,0,0,0,0,
2015/7/6,JOR,Ajlun Governorate,Ajlun,32.3335,35.7472,0,0,0,0,0,
2015/7/5,JOR,Ajlun Governorate,Ajlun,32.3335,35.7472,0,0,0,0,0,
2015/7/4,JOR,Ajlun Governorate,Ajlun,32.3335,35.7472,0,0,0,0,0,
2015/7/3,JOR,Ajlun Governorate,Ajlun,32.3335,35.7472,0,0,0,0,0,
2015/7/2,JOR,Ajlun Governorate,Ajlun,32.3335,35.7472,0,0,0,0,0,
2015/7/1,JOR,Ajlun Governorate,Ajlun,32.3335,35.7472,0,0,0,0,0,
2015/6/30,JOR,Ajlun Governorate,Ajlun,32.3335,35.7472,0,0,0,0,0,
2015/6/29,JOR,Ajlun Governorate,Ajlun,32.3335,35.7472,0,0,0,0,0,
2015/6/28,JOR,Ajlun Governorate,Ajlun,32.3335,35.7472,0,0,0,0,0,
2015/6/27,JOR,Ajlun Governorate,Ajlun,32.3335,35.7472,0,0,0,0,0,
2015/6/26,JOR,Ajlun Governorate,Ajlun,32.3335,35.7472,0,0,0,0,0,
2015/6/25,JOR,Ajlun Governorate,Ajlun,32.3335,35.7472,0,0,0,0,0,
2015/6/24,JOR,Ajlun Governorate,Ajlun,32.3335,35.7472,0,0,0,0,0,
2015/6/23,JOR,Ajlun Governorate,Ajlun,32.3335,35.7472,0,0,0,0,0,
2015/6/22,JOR,Ajlun Governorate,Ajlun,32.3335,35.7472,0,0,0,0,0,
2015/6/21,JOR,Ajlun Governorate,Ajlun,32.3335,35.7472,0,0,0,0,0,
