date,level_1,level_2,level_3,lati,longti,refugee,sum_1,sum_2,sum_3,sum
2013/12/14,LBN,Bekaa,Bekaa,33.8319,35.9148,268921,785079,268921,268921,2061019,
2013/12/13,LBN,Bekaa,Bekaa,33.8319,35.9148,268668,783768,268668,268668,2055682,
2013/12/12,LBN,Bekaa,Bekaa,33.8319,35.9148,268416,782457,268416,268416,2050345,
2013/12/11,LBN,Bekaa,Bekaa,33.8319,35.9148,267937,780418,267937,267937,2048315,
2013/12/10,LBN,Bekaa,Bekaa,33.8319,35.9148,267719,778136,267719,267719,2044952,
2013/12/9,LBN,Bekaa,Bekaa,33.8319,35.9148,266733,775613,266733,266733,2041120,
2013/12/8,LBN,Bekaa,Bekaa,33.8319,35.9148,266410,774973,266410,266410,2039668,
2013/12/7,LBN,Bekaa,Bekaa,33.8319,35.9148,266088,774334,266088,266088,2037148,
2013/12/6,LBN,Bekaa,Bekaa,33.8319,35.9148,265765,773694,265765,265765,2034628,
2013/12/5,LBN,Bekaa,Bekaa,33.8319,35.9148,264759,771536,264759,264759,2030589,
2013/12/4,LBN,Bekaa,Bekaa,33.8319,35.9148,263708,768857,263708,263708,2027320,
2013/12/3,LBN,Bekaa,Bekaa,33.8319,35.9148,262670,766469,262670,262670,2024232,
2013/12/2,LBN,Bekaa,Bekaa,33.8319,35.9148,261586,764124,261586,261586,2020824,
2013/12/1,LBN,Bekaa,Bekaa,33.8319,35.9148,261066,763183,261066,261066,2019647,
2013/11/30,LBN,Bekaa,Bekaa,33.8319,35.9148,260546,762242,260546,260546,2018470,
2013/11/29,LBN,Bekaa,Bekaa,33.8319,35.9148,260086,760506,260086,260086,2011854,
2013/11/28,LBN,Bekaa,Bekaa,33.8319,35.9148,259627,758771,259627,259627,2005237,
2013/11/27,LBN,Bekaa,Bekaa,33.8319,35.9148,258384,755544,258384,258384,2001688,
2013/11/26,LBN,Bekaa,Bekaa,33.8319,35.9148,257109,752624,257109,257109,1996325,
2013/11/25,LBN,Bekaa,Bekaa,33.8319,35.9148,255581,749972,255581,255581,1992152,
2013/11/24,LBN,Bekaa,Bekaa,33.8319,35.9148,255191,749218,255191,255191,1989970,
2013/11/23,LBN,Bekaa,Bekaa,33.8319,35.9148,254802,748464,254802,254802,1987834,
2013/11/22,LBN,Bekaa,Bekaa,33.8319,35.9148,254412,747710,254412,254412,1985698,
2013/11/21,LBN,Bekaa,Bekaa,33.8319,35.9148,254022,746956,254022,254022,1983563,
2013/11/20,LBN,Bekaa,Bekaa,33.8319,35.9148,253060,744354,253060,253060,1979933,
2013/11/19,LBN,Bekaa,Bekaa,33.8319,35.9148,252719,742654,252719,252719,1976273,
2013/11/18,LBN,Bekaa,Bekaa,33.8319,35.9148,251228,739764,251228,251228,1971447,
2013/11/17,LBN,Bekaa,Bekaa,33.8319,35.9148,251110,739133,251110,251110,1968659,
2013/11/16,LBN,Bekaa,Bekaa,33.8319,35.9148,250991,738502,250991,250991,1965376,
2013/11/15,LBN,Bekaa,Bekaa,33.8319,35.9148,250873,737871,250873,250873,1962094,
2013/11/14,LBN,Bekaa,Bekaa,33.8319,35.9148,249965,735204,249965,249965,1958700,
2013/11/13,LBN,Bekaa,Bekaa,33.8319,35.9148,248824,732812,248824,248824,1955911,
2013/11/12,LBN,Bekaa,Bekaa,33.8319,35.9148,247505,729928,247505,247505,1952579,
2013/11/11,LBN,Bekaa,Bekaa,33.8319,35.9148,246483,726402,246483,246483,1948185,
2013/11/10,LBN,Bekaa,Bekaa,33.8319,35.9148,246020,725379,246020,246020,1952562,
2013/11/9,LBN,Bekaa,Bekaa,33.8319,35.9148,245556,724355,245556,245556,1957098,
2013/11/8,LBN,Bekaa,Bekaa,33.8319,35.9148,245093,723332,245093,245093,1961634,
2013/11/7,LBN,Bekaa,Bekaa,33.8319,35.9148,243984,721048,243984,243984,1935494,
2013/11/6,LBN,Bekaa,Bekaa,33.8319,35.9148,244844,726215,244844,244844,1939769,
2013/11/5,LBN,Bekaa,Bekaa,33.8319,35.9148,243738,729186,243738,243738,1940731,
2013/11/4,LBN,Bekaa,Bekaa,33.8319,35.9148,243500,728647,243500,243500,1936248,
2013/11/3,LBN,Bekaa,Bekaa,33.8319,35.9148,243261,728108,243261,243261,1932991,
2013/11/2,LBN,Bekaa,Bekaa,33.8319,35.9148,243022,727569,243022,243022,1929591,
2013/11/1,LBN,Bekaa,Bekaa,33.8319,35.9148,242784,726577,242784,242784,1923637,
2013/10/31,LBN,Bekaa,Bekaa,33.8319,35.9148,242767,725258,242767,242767,1917356,
2013/10/30,LBN,Bekaa,Bekaa,33.8319,35.9148,241815,722640,241815,241815,1911559,
2013/10/29,LBN,Bekaa,Bekaa,33.8319,35.9148,240863,720021,240863,240863,1917711,
2013/10/28,LBN,Bekaa,Bekaa,33.8319,35.9148,240104,717631,240104,240104,1912190,
2013/10/27,LBN,Bekaa,Bekaa,33.8319,35.9148,239811,716795,239811,239811,1908446,
2013/10/26,LBN,Bekaa,Bekaa,33.8319,35.9148,239517,715958,239517,239517,1904861,
2013/10/25,LBN,Bekaa,Bekaa,33.8319,35.9148,239224,715122,239224,239224,1901276,
2013/10/24,LBN,Bekaa,Bekaa,33.8319,35.9148,239257,713653,239257,239257,1892809,
2013/10/23,LBN,Bekaa,Bekaa,33.8319,35.9148,238212,710587,238212,238212,1887121,
2013/10/22,LBN,Bekaa,Bekaa,33.8319,35.9148,237342,707990,237342,237342,1880784,
2013/10/21,LBN,Bekaa,Bekaa,33.8319,35.9148,236429,705356,236429,236429,1877355,
2013/10/20,LBN,Bekaa,Bekaa,33.8319,35.9148,235944,704145,235944,235944,1875353,
2013/10/19,LBN,Bekaa,Bekaa,33.8319,35.9148,235460,702934,235460,235460,1873696,
2013/10/18,LBN,Bekaa,Bekaa,33.8319,35.9148,235155,701644,235155,235155,1871960,
2013/10/17,LBN,Bekaa,Bekaa,33.8319,35.9148,234850,700353,234850,234850,1870223,
2013/10/16,LBN,Bekaa,Bekaa,33.8319,35.9148,233415,697741,233415,233415,1867284,
2013/10/15,LBN,Bekaa,Bekaa,33.8319,35.9148,233059,696548,233059,233059,1865763,
2013/10/14,LBN,Bekaa,Bekaa,33.8319,35.9148,232703,695354,232703,232703,1864243,
2013/10/13,LBN,Bekaa,Bekaa,33.8319,35.9148,232390,694492,232390,232390,1862920,
2013/10/12,LBN,Bekaa,Bekaa,33.8319,35.9148,232077,693630,232077,232077,1861460,
2013/10/11,LBN,Bekaa,Bekaa,33.8319,35.9148,231764,692768,231764,231764,1859999,
2013/10/10,LBN,Bekaa,Bekaa,33.8319,35.9148,231451,691906,231451,231451,1858494,
2013/10/9,LBN,Bekaa,Bekaa,33.8319,35.9148,230370,689298,230370,230370,1853244,
2013/10/8,LBN,Bekaa,Bekaa,33.8319,35.9148,229372,686823,229372,229372,1849424,
2013/10/7,LBN,Bekaa,Bekaa,33.8319,35.9148,228320,683599,228320,228320,1844659,
2013/10/6,LBN,Bekaa,Bekaa,33.8319,35.9148,227960,682644,227960,227960,1842020,
2013/10/5,LBN,Bekaa,Bekaa,33.8319,35.9148,227599,681689,227599,227599,1838824,
2013/10/4,LBN,Bekaa,Bekaa,33.8319,35.9148,227239,680734,227239,227239,1835628,
2013/10/3,LBN,Bekaa,Bekaa,33.8319,35.9148,226679,678140,226679,226679,1832313,
2013/10/2,LBN,Bekaa,Bekaa,33.8319,35.9148,225751,675594,225751,225751,1829708,
2013/10/1,LBN,Bekaa,Bekaa,33.8319,35.9148,224866,672945,224866,224866,1825119,
2013/9/30,LBN,Bekaa,Bekaa,33.8319,35.9148,223930,670235,223930,223930,1818971,
2013/9/29,LBN,Bekaa,Bekaa,33.8319,35.9148,223653,669264,223653,223653,1814546,
2013/9/28,LBN,Bekaa,Bekaa,33.8319,35.9148,223377,668293,223377,223377,1810300,
2013/9/27,LBN,Bekaa,Bekaa,33.8319,35.9148,223100,667322,223100,223100,1806054,
2013/9/26,LBN,Bekaa,Bekaa,33.8319,35.9148,222285,664763,222285,222285,1800219,
2013/9/25,LBN,Bekaa,Bekaa,33.8319,35.9148,221469,662204,221469,221469,1795679,
2013/9/24,LBN,Bekaa,Bekaa,33.8319,35.9148,220654,659645,220654,220654,1576785,
2013/9/23,LBN,Bekaa,Bekaa,33.8319,35.9148,219652,656788,219652,219652,1570911,
2013/9/22,LBN,Bekaa,Bekaa,33.8319,35.9148,219224,655452,219224,219224,1567062,
2013/9/21,LBN,Bekaa,Bekaa,33.8319,35.9148,218797,654115,218797,218797,1563163,
2013/9/20,LBN,Bekaa,Bekaa,33.8319,35.9148,218274,652040,218274,218274,1558527,
2013/9/19,LBN,Bekaa,Bekaa,33.8319,35.9148,217752,649966,217752,217752,1553890,
2013/9/18,LBN,Bekaa,Bekaa,33.8319,35.9148,217229,647891,217229,217229,1550592,
2013/9/17,LBN,Bekaa,Bekaa,33.8319,35.9148,216422,645381,216422,216422,1546663,
2013/9/16,LBN,Bekaa,Bekaa,33.8319,35.9148,215582,642376,215582,215582,1543024,
2013/9/15,LBN,Bekaa,Bekaa,33.8319,35.9148,215232,640872,215232,215232,1538440,
2013/9/14,LBN,Bekaa,Bekaa,33.8319,35.9148,214881,639367,214881,214881,1533855,
2013/9/13,LBN,Bekaa,Bekaa,33.8319,35.9148,214567,637684,214567,214567,1529092,
2013/9/12,LBN,Bekaa,Bekaa,33.8319,35.9148,214253,636000,214253,214253,1524329,
2013/9/11,LBN,Bekaa,Bekaa,33.8319,35.9148,213397,633067,213397,213397,1518317,
2013/9/10,LBN,Bekaa,Bekaa,33.8319,35.9148,212542,630135,212542,212542,1512304,
2013/9/9,LBN,Bekaa,Bekaa,33.8319,35.9148,211686,627202,211686,211686,1506292,
2013/9/8,LBN,Bekaa,Bekaa,33.8319,35.9148,211423,626277,211423,211423,1502288,
2013/9/7,LBN,Bekaa,Bekaa,33.8319,35.9148,211160,625353,211160,211160,1498283,
2013/9/6,LBN,Bekaa,Bekaa,33.8319,35.9148,210897,624428,210897,210897,1494279,
2013/9/5,LBN,Bekaa,Bekaa,33.8319,35.9148,210267,622249,210267,210267,1489020,
2013/9/4,LBN,Bekaa,Bekaa,33.8319,35.9148,209398,619245,209398,209398,1482937,
2013/9/3,LBN,Bekaa,Bekaa,33.8319,35.9148,208556,616611,208556,208556,1477223,
2013/9/2,LBN,Bekaa,Bekaa,33.8319,35.9148,207796,613806,207796,207796,1471338,
2013/9/1,LBN,Bekaa,Bekaa,33.8319,35.9148,207427,612361,207427,207427,1468144,
2013/8/31,LBN,Bekaa,Bekaa,33.8319,35.9148,207058,610916,207058,207058,1464780,
2013/8/30,LBN,Bekaa,Bekaa,33.8319,35.9148,206682,608840,206682,206682,1460785,
2013/8/29,LBN,Bekaa,Bekaa,33.8319,35.9148,206307,606765,206307,206307,1456790,
2013/8/28,LBN,Bekaa,Bekaa,33.8319,35.9148,205343,603850,205343,205343,1452420,
2013/8/27,LBN,Bekaa,Bekaa,33.8319,35.9148,204351,600910,204351,204351,1447986,
2013/8/26,LBN,Bekaa,Bekaa,33.8319,35.9148,203369,597916,203369,203369,1439809,
2013/8/25,LBN,Bekaa,Bekaa,33.8319,35.9148,203074,596956,203074,203074,1434294,
2013/8/24,LBN,Bekaa,Bekaa,33.8319,35.9148,202780,595995,202780,202780,1429082,
2013/8/23,LBN,Bekaa,Bekaa,33.8319,35.9148,202485,595035,202485,202485,1423876,
2013/8/22,LBN,Bekaa,Bekaa,33.8319,35.9148,201534,592607,201534,201534,1417202,
2013/8/21,LBN,Bekaa,Bekaa,33.8319,35.9148,200738,589707,200738,200738,1413998,
2013/8/20,LBN,Bekaa,Bekaa,33.8319,35.9148,200193,587620,200193,200193,1411424,
2013/8/19,LBN,Bekaa,Bekaa,33.8319,35.9148,199356,584608,199356,199356,1408280,
2013/8/18,LBN,Bekaa,Bekaa,33.8319,35.9148,199026,583553,199026,199026,1405316,
2013/8/17,LBN,Bekaa,Bekaa,33.8319,35.9148,198697,582497,198697,198697,1403292,
2013/8/16,LBN,Bekaa,Bekaa,33.8319,35.9148,198367,581442,198367,198367,1401269,
2013/8/15,LBN,Bekaa,Bekaa,33.8319,35.9148,197637,579130,197637,197637,1397988,
2013/8/14,LBN,Bekaa,Bekaa,33.8319,35.9148,196692,576281,196692,196692,1396104,
2013/8/13,LBN,Bekaa,Bekaa,33.8319,35.9148,195665,573030,195665,195665,1392420,
2013/8/12,LBN,Bekaa,Bekaa,33.8319,35.9148,194732,570353,194732,194732,1389253,
2013/8/11,LBN,Bekaa,Bekaa,33.8319,35.9148,194417,569392,194417,194417,1388204,
2013/8/10,LBN,Bekaa,Bekaa,33.8319,35.9148,194101,568430,194101,194101,1387155,
2013/8/9,LBN,Bekaa,Bekaa,33.8319,35.9148,193786,567469,193786,193786,1386106,
2013/8/8,LBN,Bekaa,Bekaa,33.8319,35.9148,193685,566808,193685,193685,1385357,
2013/8/7,LBN,Bekaa,Bekaa,33.8319,35.9148,193212,565451,193212,193212,1383913,
2013/8/6,LBN,Bekaa,Bekaa,33.8319,35.9148,192740,564094,192740,192740,1382314,
2013/8/5,LBN,Bekaa,Bekaa,33.8319,35.9148,191736,561520,191736,191736,1384615,
2013/8/4,LBN,Bekaa,Bekaa,33.8319,35.9148,191407,560638,191407,191407,1384134,
2013/8/3,LBN,Bekaa,Bekaa,33.8319,35.9148,191077,559756,191077,191077,1381900,
2013/8/2,LBN,Bekaa,Bekaa,33.8319,35.9148,190748,558874,190748,190748,1379666,
2013/8/1,LBN,Bekaa,Bekaa,33.8319,35.9148,189979,556742,189979,189979,1376182,
2013/7/31,LBN,Bekaa,Bekaa,33.8319,35.9148,188978,554108,188978,188978,1372142,
2013/7/30,LBN,Bekaa,Bekaa,33.8319,35.9148,187994,551289,187994,187994,1368559,
2013/7/29,LBN,Bekaa,Bekaa,33.8319,35.9148,186913,548235,186913,186913,1363550,
2013/7/28,LBN,Bekaa,Bekaa,33.8319,35.9148,186601,547406,186601,186601,1360765,
2013/7/27,LBN,Bekaa,Bekaa,33.8319,35.9148,186289,546576,186289,186289,1358442,
2013/7/26,LBN,Bekaa,Bekaa,33.8319,35.9148,185977,545747,185977,185977,1356119,
2013/7/25,LBN,Bekaa,Bekaa,33.8319,35.9148,185435,543906,185435,185435,1353776,
2013/7/24,LBN,Bekaa,Bekaa,33.8319,35.9148,184315,541079,184315,184315,1350643,
2013/7/23,LBN,Bekaa,Bekaa,33.8319,35.9148,183100,538600,183100,183100,1347658,
2013/7/22,LBN,Bekaa,Bekaa,33.8319,35.9148,181545,535344,181545,181545,1346240,
2013/7/21,LBN,Bekaa,Bekaa,33.8319,35.9148,181193,534557,181193,181193,1339587,
2013/7/20,LBN,Bekaa,Bekaa,33.8319,35.9148,180841,533771,180841,180841,1333222,
2013/7/19,LBN,Bekaa,Bekaa,33.8319,35.9148,180489,532984,180489,180489,1326857,
2013/7/18,LBN,Bekaa,Bekaa,33.8319,35.9148,179575,530416,179575,179575,1323838,
2013/7/17,LBN,Bekaa,Bekaa,33.8319,35.9148,178934,527495,178934,178934,1319870,
2013/7/16,LBN,Bekaa,Bekaa,33.8319,35.9148,177891,525097,177891,177891,1315938,
2013/7/15,LBN,Bekaa,Bekaa,33.8319,35.9148,176984,522480,176984,176984,1309384,
2013/7/14,LBN,Bekaa,Bekaa,33.8319,35.9148,176683,521605,176683,176683,1305263,
2013/7/13,LBN,Bekaa,Bekaa,33.8319,35.9148,176382,520731,176382,176382,1300782,
2013/7/12,LBN,Bekaa,Bekaa,33.8319,35.9148,176081,519856,176081,176081,1296764,
2013/7/11,LBN,Bekaa,Bekaa,33.8319,35.9148,175123,517195,175123,175123,1293871,
2013/7/10,LBN,Bekaa,Bekaa,33.8319,35.9148,174298,514727,174298,174298,1301930,
2013/7/9,LBN,Bekaa,Bekaa,33.8319,35.9148,173375,511900,173375,173375,1298701,
2013/7/8,LBN,Bekaa,Bekaa,33.8319,35.9148,172319,508930,172319,172319,1294858,
2013/7/7,LBN,Bekaa,Bekaa,33.8319,35.9148,171856,507628,171856,171856,1292492,
2013/7/6,LBN,Bekaa,Bekaa,33.8319,35.9148,171394,506327,171394,171394,1289720,
2013/7/5,LBN,Bekaa,Bekaa,33.8319,35.9148,170932,505026,170932,170932,1286947,
2013/7/4,LBN,Bekaa,Bekaa,33.8319,35.9148,170469,503724,170469,170469,1284174,
2013/7/3,LBN,Bekaa,Bekaa,33.8319,35.9148,169589,500723,169589,169589,1280839,
2013/7/2,LBN,Bekaa,Bekaa,33.8319,35.9148,168632,497650,168632,168632,1277725,
2013/7/1,LBN,Bekaa,Bekaa,33.8319,35.9148,167716,494244,167716,167716,1274176,
2013/6/30,LBN,Bekaa,Bekaa,33.8319,35.9148,167352,493066,167352,167352,1272696,
2013/6/29,LBN,Bekaa,Bekaa,33.8319,35.9148,166987,491887,166987,166987,1271240,
2013/6/28,LBN,Bekaa,Bekaa,33.8319,35.9148,166623,490709,166623,166623,1269784,
2013/6/27,LBN,Bekaa,Bekaa,33.8319,35.9148,165714,488277,165714,165714,1267074,
2013/6/26,LBN,Bekaa,Bekaa,33.8319,35.9148,164712,485167,164712,164712,1263628,
2013/6/25,LBN,Bekaa,Bekaa,33.8319,35.9148,163731,481725,163731,163731,1257036,
2013/6/24,LBN,Bekaa,Bekaa,33.8319,35.9148,162725,478938,162725,162725,1250992,
2013/6/23,LBN,Bekaa,Bekaa,33.8319,35.9148,162048,477743,162048,162048,1246948,
2013/6/22,LBN,Bekaa,Bekaa,33.8319,35.9148,161371,476548,161371,161371,1242963,
2013/6/21,LBN,Bekaa,Bekaa,33.8319,35.9148,160694,475353,160694,160694,1238979,
2013/6/20,LBN,Bekaa,Bekaa,33.8319,35.9148,160537,473547,160537,160537,1234383,
2013/6/19,LBN,Bekaa,Bekaa,33.8319,35.9148,159721,469953,159721,159721,1229036,
2013/6/18,LBN,Bekaa,Bekaa,33.8319,35.9148,158945,466460,158945,158945,1226347,
2013/6/17,LBN,Bekaa,Bekaa,33.8319,35.9148,158167,462625,158167,158167,1222772,
2013/6/16,LBN,Bekaa,Bekaa,33.8319,35.9148,157895,461496,157895,157895,1220348,
2013/6/15,LBN,Bekaa,Bekaa,33.8319,35.9148,157622,460368,157622,157622,1217189,
2013/6/14,LBN,Bekaa,Bekaa,33.8319,35.9148,157350,459239,157350,157350,1214031,
2013/6/13,LBN,Bekaa,Bekaa,33.8319,35.9148,156513,455658,156513,156513,1208420,
2013/6/12,LBN,Bekaa,Bekaa,33.8319,35.9148,155162,451981,155162,155162,1202524,
2013/6/11,LBN,Bekaa,Bekaa,33.8319,35.9148,153857,448092,153857,153857,1195876,
2013/6/10,LBN,Bekaa,Bekaa,33.8319,35.9148,152539,445043,152539,152539,1197083,
2013/6/9,LBN,Bekaa,Bekaa,33.8319,35.9148,152067,443598,152067,152067,1194317,
2013/6/8,LBN,Bekaa,Bekaa,33.8319,35.9148,151594,442153,151594,151594,1192025,
2013/6/7,LBN,Bekaa,Bekaa,33.8319,35.9148,151122,440708,151122,151122,1189732,
2013/6/6,LBN,Bekaa,Bekaa,33.8319,35.9148,150009,437604,150009,150009,1185780,
2013/6/5,LBN,Bekaa,Bekaa,33.8319,35.9148,148896,434079,148896,148896,1179754,
2013/6/4,LBN,Bekaa,Bekaa,33.8319,35.9148,147606,430326,147606,147606,1169286,
2013/6/3,LBN,Bekaa,Bekaa,33.8319,35.9148,146473,426802,146473,146473,1160498,
2013/6/2,LBN,Bekaa,Bekaa,33.8319,35.9148,146121,425700,146121,146121,1164681,
2013/6/1,LBN,Bekaa,Bekaa,33.8319,35.9148,145770,424597,145770,145770,1168864,
2013/5/31,LBN,Bekaa,Bekaa,33.8319,35.9148,145418,423495,145418,145418,1173047,
2013/5/30,LBN,Bekaa,Bekaa,33.8319,35.9148,144665,420044,144665,144665,1179171,
2013/5/29,LBN,Bekaa,Bekaa,33.8319,35.9148,143304,415826,143304,143304,1174550,
2013/5/28,LBN,Bekaa,Bekaa,33.8319,35.9148,142081,411966,142081,142081,1169704,
2013/5/27,LBN,Bekaa,Bekaa,33.8319,35.9148,140825,407262,140825,140825,1164051,
2013/5/26,LBN,Bekaa,Bekaa,33.8319,35.9148,140465,405892,140465,140465,1150802,
2013/5/25,LBN,Bekaa,Bekaa,33.8319,35.9148,140106,404522,140106,140106,1140494,
2013/5/24,LBN,Bekaa,Bekaa,33.8319,35.9148,139746,403152,139746,139746,1130186,
2013/5/23,LBN,Bekaa,Bekaa,33.8319,35.9148,138755,399203,138755,138755,1126431,
2013/5/22,LBN,Bekaa,Bekaa,33.8319,35.9148,137658,395168,137658,137658,1121812,
2013/5/21,LBN,Bekaa,Bekaa,33.8319,35.9148,136713,391286,136713,136713,1117265,
2013/5/20,LBN,Bekaa,Bekaa,33.8319,35.9148,135526,386922,135526,135526,1112144,
2013/5/19,LBN,Bekaa,Bekaa,33.8319,35.9148,135073,385578,135073,135073,1108796,
2013/5/18,LBN,Bekaa,Bekaa,33.8319,35.9148,134619,384234,134619,134619,1103901,
2013/5/17,LBN,Bekaa,Bekaa,33.8319,35.9148,134166,382890,134166,134166,1098989,
2013/5/16,LBN,Bekaa,Bekaa,33.8319,35.9148,133344,379264,133344,133344,1092445,
2013/5/15,LBN,Bekaa,Bekaa,33.8319,35.9148,132303,375624,132303,132303,1078490,
2013/5/14,LBN,Bekaa,Bekaa,33.8319,35.9148,131502,371964,131502,131502,1064948,
2013/5/13,LBN,Bekaa,Bekaa,33.8319,35.9148,130327,367978,130327,130327,1059588,
2013/5/12,LBN,Bekaa,Bekaa,33.8319,35.9148,129966,366703,129966,129966,1051758,
2013/5/11,LBN,Bekaa,Bekaa,33.8319,35.9148,129604,365428,129604,129604,1044626,
2013/5/10,LBN,Bekaa,Bekaa,33.8319,35.9148,129243,364153,129243,129243,1037494,
2013/5/9,LBN,Bekaa,Bekaa,33.8319,35.9148,128299,360988,128299,128299,1028270,
2013/5/8,LBN,Bekaa,Bekaa,33.8319,35.9148,127129,357374,127129,127129,1027306,
2013/5/7,LBN,Bekaa,Bekaa,33.8319,35.9148,125908,354056,125908,125908,1024887,
2013/5/6,LBN,Bekaa,Bekaa,33.8319,35.9148,125594,353241,125594,125594,1028587,
2013/5/5,LBN,Bekaa,Bekaa,33.8319,35.9148,125281,352426,125281,125281,1029297,
2013/5/4,LBN,Bekaa,Bekaa,33.8319,35.9148,124968,351610,124968,124968,1030530,
2013/5/3,LBN,Bekaa,Bekaa,33.8319,35.9148,124654,350795,124654,124654,1031764,
2013/5/2,LBN,Bekaa,Bekaa,33.8319,35.9148,123964,347825,123964,123964,1032166,
2013/5/1,LBN,Bekaa,Bekaa,33.8319,35.9148,123444,345834,123444,123444,1027023,
2013/4/30,LBN,Bekaa,Bekaa,33.8319,35.9148,122923,343843,122923,122923,1027485,
2013/4/29,LBN,Bekaa,Bekaa,33.8319,35.9148,121635,339293,121635,121635,1025294,
2013/4/28,LBN,Bekaa,Bekaa,33.8319,35.9148,121240,337732,121240,121240,1025123,
2013/4/27,LBN,Bekaa,Bekaa,33.8319,35.9148,120846,336170,120846,120846,1024768,
2013/4/26,LBN,Bekaa,Bekaa,33.8319,35.9148,120451,334609,120451,120451,1024414,
2013/4/25,LBN,Bekaa,Bekaa,33.8319,35.9148,119484,330736,119484,119484,1022606,
2013/4/24,LBN,Bekaa,Bekaa,33.8319,35.9148,118096,325791,118096,118096,1016843,
2013/4/23,LBN,Bekaa,Bekaa,33.8319,35.9148,116683,320501,116683,116683,1009226,
2013/4/22,LBN,Bekaa,Bekaa,33.8319,35.9148,115175,316301,115175,115175,1002838,
2013/4/21,LBN,Bekaa,Bekaa,33.8319,35.9148,114652,313791,114652,114652,995164,
2013/4/20,LBN,Bekaa,Bekaa,33.8319,35.9148,114128,311281,114128,114128,985948,
2013/4/19,LBN,Bekaa,Bekaa,33.8319,35.9148,112944,306985,112944,112944,974966,
2013/4/18,LBN,Bekaa,Bekaa,33.8319,35.9148,111759,302689,111759,111759,963983,
2013/4/17,LBN,Bekaa,Bekaa,33.8319,35.9148,110438,298165,110438,110438,952676,
2013/4/16,LBN,Bekaa,Bekaa,33.8319,35.9148,109183,293836,109183,109183,946490,
2013/4/15,LBN,Bekaa,Bekaa,33.8319,35.9148,107910,289259,107910,107910,939800,
2013/4/14,LBN,Bekaa,Bekaa,33.8319,35.9148,107491,287820,107491,107491,935917,
2013/4/13,LBN,Bekaa,Bekaa,33.8319,35.9148,107071,286381,107071,107071,933075,
2013/4/12,LBN,Bekaa,Bekaa,33.8319,35.9148,106652,284942,106652,106652,930316,
2013/4/11,LBN,Bekaa,Bekaa,33.8319,35.9148,105922,281271,105922,105922,924974,
2013/4/10,LBN,Bekaa,Bekaa,33.8319,35.9148,104543,277320,104543,104543,919058,
2013/4/9,LBN,Bekaa,Bekaa,33.8319,35.9148,103416,273530,103416,103416,913018,
2013/4/8,LBN,Bekaa,Bekaa,33.8319,35.9148,102207,269465,102207,102207,907730,
2013/4/7,LBN,Bekaa,Bekaa,33.8319,35.9148,101799,268296,101799,101799,903078,
2013/4/6,LBN,Bekaa,Bekaa,33.8319,35.9148,101392,267127,101392,101392,896967,
2013/4/5,LBN,Bekaa,Bekaa,33.8319,35.9148,100984,265958,100984,100984,891316,
2013/4/4,LBN,Bekaa,Bekaa,33.8319,35.9148,99856,262960,99856,99856,884976,
2013/4/3,LBN,Bekaa,Bekaa,33.8319,35.9148,98543,259503,98543,98543,877341,
2013/4/2,LBN,Bekaa,Bekaa,33.8319,35.9148,0,0,0,0,0,
2013/4/1,LBN,Bekaa,Bekaa,33.8319,35.9148,0,0,0,0,0,
2013/3/31,LBN,Bekaa,Bekaa,33.8319,35.9148,0,0,0,0,0,
2013/3/30,LBN,Bekaa,Bekaa,33.8319,35.9148,0,0,0,0,0,
2013/3/29,LBN,Bekaa,Bekaa,33.8319,35.9148,0,0,0,0,0,
2013/3/28,LBN,Bekaa,Bekaa,33.8319,35.9148,0,0,0,0,0,
2013/3/27,LBN,Bekaa,Bekaa,33.8319,35.9148,0,0,0,0,0,
2013/3/26,LBN,Bekaa,Bekaa,33.8319,35.9148,0,0,0,0,0,
2013/3/25,LBN,Bekaa,Bekaa,33.8319,35.9148,0,0,0,0,0,
2013/3/24,LBN,Bekaa,Bekaa,33.8319,35.9148,0,0,0,0,0,
2013/3/23,LBN,Bekaa,Bekaa,33.8319,35.9148,0,0,0,0,0,
2013/3/22,LBN,Bekaa,Bekaa,33.8319,35.9148,0,0,0,0,0,
2013/3/21,LBN,Bekaa,Bekaa,33.8319,35.9148,0,0,0,0,0,
2013/3/20,LBN,Bekaa,Bekaa,33.8319,35.9148,0,0,0,0,0,
2013/3/19,LBN,Bekaa,Bekaa,33.8319,35.9148,0,0,0,0,0,
2013/3/18,LBN,Bekaa,Bekaa,33.8319,35.9148,0,0,0,0,0,
2013/3/17,LBN,Bekaa,Bekaa,33.8319,35.9148,0,0,0,0,0,
2013/3/16,LBN,Bekaa,Bekaa,33.8319,35.9148,0,0,0,0,0,
2013/3/15,LBN,Bekaa,Bekaa,33.8319,35.9148,0,0,0,0,0,
2013/3/14,LBN,Bekaa,Bekaa,33.8319,35.9148,0,0,0,0,0,
2013/3/13,LBN,Bekaa,Bekaa,33.8319,35.9148,0,0,0,0,0,
2013/3/12,LBN,Bekaa,Bekaa,33.8319,35.9148,0,0,0,0,0,
2013/3/11,LBN,Bekaa,Bekaa,33.8319,35.9148,0,0,0,0,0,
2013/3/10,LBN,Bekaa,Bekaa,33.8319,35.9148,0,0,0,0,0,
2013/3/9,LBN,Bekaa,Bekaa,33.8319,35.9148,0,0,0,0,0,
2013/3/8,LBN,Bekaa,Bekaa,33.8319,35.9148,0,0,0,0,0,
