Date,Value,Code
14/06/04,764820,TUR
14/06/05,764798,TUR
14/06/08,774635,TUR
14/06/09,774252,TUR
14/06/10,774198,TUR
14/06/11,773864,TUR
14/06/12,773935,TUR
14/06/15,783163,TUR
14/06/17,783410,TUR
14/06/18,783044,TUR
14/06/19,783065,TUR
14/06/22,789469,TUR
14/06/23,789219,TUR
14/06/24,789613,TUR
14/06/25,789678,TUR
14/06/26,789750,TUR
14/07/01,795524,TUR
14/06/30,795442,TUR
14/07/02,795726,TUR
14/07/03,795924,TUR
14/07/06,799291,TUR
14/07/07,799468,TUR
14/07/08,799521,TUR
14/07/09,799457,TUR
14/07/10,799410,TUR
14/07/13,805343,TUR
14/07/14,805308,TUR
14/07/15,805066,TUR
14/07/16,804602,TUR
14/07/17,804391,TUR
14/07/20,808931,TUR
14/07/21,808611,TUR
14/07/22,808589,TUR
14/07/23,808600,TUR
14/07/24,808576,TUR
14/07/29,813862,TUR
14/07/30,813860,TUR
14/07/31,815413,TUR
14/08/03,815065,TUR
14/08/04,815251,TUR
14/08/05,815088,TUR
14/08/06,814907,TUR
14/08/07,814212,TUR
14/08/10,822145,TUR
14/08/11,822499,TUR
14/08/12,822128,TUR
14/08/13,821635,TUR
14/08/14,822149,TUR
14/08/17,824454,TUR
14/08/18,824678,TUR
14/08/19,824766,TUR
14/08/20,824851,TUR
14/08/21,825012,TUR
14/08/22,831843,TUR
14/08/25,832508,TUR
14/09/02,840171,TUR
14/09/03,840009,TUR
14/09/04,840217,TUR
14/09/07,843779,TUR
14/09/08,844162,TUR
14/09/09,843728,TUR
14/09/10,843465,TUR
14/09/11,843625,TUR
14/09/14,847266,TUR
14/09/29,869500,TUR
14/10/02,896702,TUR
14/10/31,963540,TUR
14/11/30,1060279,TUR
14/12/31,1552839,TUR
15/03/06,1698472,TUR
15/03/13,1718147,TUR
15/03/20,1738448,TUR
15/03/31,1741374,TUR
15/04/10,1758092,TUR
15/04/30,1759546,TUR
15/05/04,1759846,TUR
15/05/21,1761361,TUR
15/05/26,1761486,TUR
15/06/15,1772535,TUR
15/07/09,1805255,TUR
15/08/25,1938999,TUR
15/10/02,2072290,TUR
15/11/03,2181293,TUR
15/12/10,2291900,TUR
15/12/31,2503549,TUR
16/02/15,2620553,TUR
16/02/29,2688686,TUR
16/03/03,2715789,TUR
