Date,Value,Code
15/10/04,628175,JOR
15/10/19,629627,JOR
15/11/02,630776,JOR
15/11/17,633644,JOR
15/12/02,632762,JOR
15/12/17,633466,JOR
16/01/19,635324,JOR
16/02/17,637859,JOR
16/03/03,639704,JOR
16/03/16,636040,JOR
12/01/27,6290,LBN
12/02/10,6133,LBN
12/02/17,6522,LBN
12/02/24,6916,LBN
12/03/02,7058,LBN
12/03/07,7088,LBN
12/03/16,7913,LBN
12/03/22,8610,LBN
12/03/29,9106,LBN
12/04/18,10532,LBN
12/04/20,10704,LBN
12/04/23,10804,LBN
12/04/24,11174,LBN
12/04/26,12309,LBN
12/04/27,12671,LBN
12/04/30,13405,LBN
12/05/03,13582,LBN
12/05/08,13672,LBN
12/05/11,14514,LBN
12/05/16,15074,LBN
12/05/17,15466,LBN
12/05/24,15873,LBN
12/05/31,17041,LBN
12/06/01,17267,LBN
12/06/07,19068,LBN
12/06/14,20702,LBN
12/06/21,22530,LBN
12/06/27,24024,LBN
12/06/29,25411,LBN
12/07/05,26183,LBN
12/07/06,26905,LBN
12/07/12,28477,LBN
12/07/18,29986,LBN
12/07/24,31004,LBN
12/07/25,31596,LBN
12/07/30,32796,LBN
12/07/31,33382,LBN
12/08/01,33664,LBN
12/08/03,33871,LBN
12/08/06,34358,LBN
12/08/07,34742,LBN
12/08/08,35141,LBN
12/08/09,35686,LBN
12/08/10,36040,LBN
12/08/14,36927,LBN
12/08/15,37240,LBN
12/08/16,37541,LBN
12/08/21,38239,LBN
12/08/22,39194,LBN
12/08/23,39506,LBN
12/08/24,39826,LBN
12/08/27,40232,LBN
12/08/28,41090,LBN
12/08/29,41949,LBN
12/08/30,42947,LBN
12/08/31,43760,LBN
12/09/03,44629,LBN
12/09/04,45321,LBN
12/09/05,46177,LBN
12/09/06,46509,LBN
12/09/07,46628,LBN
12/09/10,47330,LBN
12/09/11,48072,LBN
12/09/12,48925,LBN
12/09/13,49653,LBN
12/09/14,50440,LBN
12/09/17,51121,LBN
12/09/18,51665,LBN
12/09/19,52410,LBN
12/09/20,53233,LBN
12/09/21,53731,LBN
12/09/24,54456,LBN
12/09/25,55298,LBN
12/09/26,56225,LBN
12/09/27,56947,LBN
12/09/28,57335,LBN
12/10/01,58318,LBN
12/10/02,59172,LBN
12/10/03,60089,LBN
12/10/04,61003,LBN
12/10/05,61341,LBN
12/10/08,62109,LBN
12/10/09,62997,LBN
12/10/10,63916,LBN
12/10/11,64836,LBN
12/10/12,65801,LBN
12/10/15,66660,LBN
12/10/16,67848,LBN
12/10/17,69095,LBN
12/10/18,70440,LBN
12/10/19,71592,LBN
12/10/23,72301,LBN
12/10/24,73393,LBN
12/10/25,74090,LBN
12/10/29,74720,LBN
12/10/30,75668,LBN
12/10/31,77014,LBN
12/11/01,77734,LBN
12/11/02,79356,LBN
12/11/05,80357,LBN
12/11/06,81605,LBN
12/11/07,82690,LBN
12/11/08,83860,LBN
12/11/09,84772,LBN
12/11/12,85661,LBN
12/11/13,87021,LBN
12/11/14,88794,LBN
12/11/16,90292,LBN
12/11/19,91836,LBN
12/11/20,93110,LBN
12/11/21,94603,LBN
12/11/23,95452,LBN
12/11/26,97152,LBN
12/11/27,99063,LBN
12/11/28,100726,LBN
12/11/29,102369,LBN
12/11/30,103160,LBN
12/12/03,104583,LBN
12/12/04,106130,LBN
12/12/05,107506,LBN
12/12/06,109081,LBN
12/12/07,110236,LBN
12/12/10,111865,LBN
12/12/11,113545,LBN
12/12/12,115212,LBN
12/12/13,116686,LBN
12/12/14,118020,LBN
12/12/18,119596,LBN
12/12/19,120989,LBN
12/12/20,122366,LBN
12/12/24,123224,LBN
12/12/26,124945,LBN
12/12/27,126724,LBN
12/12/28,128314,LBN
12/12/31,129106,LBN
13/01/02,130799,LBN
13/01/03,132354,LBN
13/01/04,133876,LBN
13/01/07,135361,LBN
13/01/08,137065,LBN
13/01/09,138213,LBN
13/01/10,139275,LBN
13/01/11,140650,LBN
13/01/14,142360,LBN
13/01/15,143898,LBN
13/01/16,145689,LBN
13/01/17,147658,LBN
13/01/18,149606,LBN
13/01/21,151602,LBN
13/01/22,153505,LBN
13/01/23,155390,LBN
13/01/25,157139,LBN
13/01/28,158973,LBN
13/01/29,161067,LBN
13/01/30,163036,LBN
13/01/31,165003,LBN
13/02/01,166173,LBN
13/02/04,168092,LBN
13/02/05,170273,LBN
13/02/06,172361,LBN
13/02/07,174462,LBN
13/02/08,176849,LBN
13/02/11,178994,LBN
13/02/12,181117,LBN
13/02/13,182938,LBN
13/02/14,185081,LBN
13/02/15,187094,LBN
13/02/18,188990,LBN
13/02/19,190954,LBN
13/02/20,193093,LBN
13/02/21,195098,LBN
13/02/22,196744,LBN
13/02/25,198568,LBN
13/02/26,200497,LBN
13/02/27,202222,LBN
13/02/28,203835,LBN
13/03/01,205419,LBN
13/03/04,207326,LBN
13/03/05,209175,LBN
13/03/06,211402,LBN
13/03/07,213415,LBN
13/03/08,215818,LBN
13/03/11,217943,LBN
13/03/12,220525,LBN
13/03/13,223009,LBN
13/03/14,225709,LBN
13/03/15,227927,LBN
13/03/18,230692,LBN
13/03/19,233469,LBN
13/03/20,236170,LBN
13/03/21,238777,LBN
13/03/22,240763,LBN
13/03/25,243486,LBN
13/03/26,246147,LBN
13/03/27,248851,LBN
13/03/28,251407,LBN
13/03/29,252983,LBN
13/04/02,256200,LBN
13/04/03,259503,LBN
13/04/04,262960,LBN
13/04/05,265958,LBN
13/04/08,269465,LBN
13/04/09,273530,LBN
13/04/10,277320,LBN
13/04/11,281271,LBN
13/04/12,284942,LBN
13/04/15,289259,LBN
13/04/16,293836,LBN
13/04/17,298165,LBN
13/04/18,302689,LBN
13/04/20,311281,LBN
13/04/22,316301,LBN
13/04/23,320501,LBN
13/04/24,325791,LBN
13/04/25,330736,LBN
13/04/26,334609,LBN
13/04/29,339293,LBN
13/04/30,343843,LBN
13/05/02,347825,LBN
13/05/03,350795,LBN
13/05/07,353757,LBN
13/05/08,357374,LBN
13/05/09,360988,LBN
13/05/10,364153,LBN
13/05/13,367978,LBN
13/05/14,371964,LBN
13/05/15,375624,LBN
13/05/16,379264,LBN
13/05/17,382890,LBN
13/05/20,386922,LBN
13/05/21,391286,LBN
13/05/22,395168,LBN
13/05/23,399203,LBN
13/05/24,403152,LBN
13/05/27,407262,LBN
13/05/28,411966,LBN
13/05/29,415826,LBN
13/05/30,420044,LBN
13/05/31,423495,LBN
13/06/03,426802,LBN
13/06/04,430326,LBN
13/06/05,434079,LBN
13/06/06,437604,LBN
13/06/07,440427,LBN
13/06/10,445043,LBN
13/06/11,448092,LBN
13/06/12,451981,LBN
13/06/13,455658,LBN
13/06/14,459239,LBN
13/06/17,462625,LBN
13/06/18,466460,LBN
13/06/19,469953,LBN
13/06/20,473547,LBN
13/06/21,475353,LBN
13/06/24,478938,LBN
13/06/25,481725,LBN
13/06/26,485167,LBN
13/06/27,488277,LBN
13/06/28,490709,LBN
13/07/01,494244,LBN
13/07/02,497650,LBN
13/07/03,500723,LBN
13/07/04,503724,LBN
13/07/08,508930,LBN
13/07/09,511900,LBN
13/07/10,514727,LBN
13/07/11,517195,LBN
13/07/12,519856,LBN
13/07/15,522480,LBN
13/07/16,525097,LBN
13/07/17,527495,LBN
13/07/18,530416,LBN
13/07/19,532984,LBN
13/07/22,535344,LBN
13/07/23,538600,LBN
13/07/24,541079,LBN
13/07/25,543906,LBN
13/07/26,545747,LBN
13/07/29,548235,LBN
13/07/30,551289,LBN
13/07/31,554108,LBN
13/08/01,556742,LBN
13/08/02,558874,LBN
13/08/05,561520,LBN
13/08/06,564094,LBN
13/08/08,566808,LBN
13/08/09,567469,LBN
13/08/12,570353,LBN
13/08/13,573030,LBN
13/08/14,576281,LBN
13/08/15,579130,LBN
13/08/16,581442,LBN
13/08/19,584608,LBN
13/08/20,587620,LBN
13/08/21,589707,LBN
13/08/22,592607,LBN
13/08/23,595035,LBN
13/08/26,597916,LBN
13/08/27,600910,LBN
13/08/28,603850,LBN
13/08/29,606765,LBN
13/08/31,610916,LBN
13/09/02,613806,LBN
13/09/03,616611,LBN
13/09/04,619245,LBN
13/09/05,622249,LBN
13/09/06,624428,LBN
13/09/09,627202,LBN
13/09/12,636000,LBN
13/09/14,639367,LBN
13/09/16,642376,LBN
13/09/17,645381,LBN
13/09/18,647891,LBN
13/09/21,654115,LBN
13/09/23,656788,LBN
13/09/24,659645,LBN
13/09/27,667322,LBN
13/09/30,670235,LBN
13/10/01,672945,LBN
13/10/02,675594,LBN
13/10/03,678140,LBN
13/10/04,680734,LBN
13/10/07,683599,LBN
13/10/08,686823,LBN
13/10/09,689051,LBN
13/10/10,691906,LBN
13/10/14,695354,LBN
13/10/16,697741,LBN
13/10/17,700353,LBN
13/10/19,702934,LBN
13/10/21,705356,LBN
13/10/22,707990,LBN
13/10/23,710587,LBN
13/10/24,713653,LBN
13/10/25,715122,LBN
13/10/28,717631,LBN
13/10/29,720021,LBN
13/10/31,725258,LBN
13/11/01,725843,LBN
13/11/02,727311,LBN
13/11/05,729186,LBN
13/11/06,726215,LBN
13/11/07,721048,LBN
13/11/08,723332,LBN
13/11/11,726402,LBN
13/11/12,729928,LBN
13/11/13,732812,LBN
13/11/14,735204,LBN
13/11/15,737871,LBN
13/11/18,739764,LBN
13/11/19,742654,LBN
13/11/20,744354,LBN
13/11/21,746956,LBN
13/11/25,749972,LBN
13/11/26,752624,LBN
13/11/27,755544,LBN
13/11/28,758771,LBN
13/11/30,762242,LBN
13/12/02,764124,LBN
13/12/03,766469,LBN
13/12/04,768857,LBN
13/12/05,771536,LBN
13/12/06,773694,LBN
13/12/09,775613,LBN
13/12/10,778136,LBN
13/12/11,780418,LBN
13/12/12,782457,LBN
13/12/14,785079,LBN
13/12/16,787886,LBN
13/12/18,792347,LBN
13/12/19,793227,LBN
13/12/23,797405,LBN
13/12/26,800634,LBN
13/12/27,802744,LBN
13/12/30,804848,LBN
13/12/31,805835,LBN
14/01/02,807940,LBN
14/01/03,809064,LBN
14/01/06,811594,LBN
14/01/07,813926,LBN
14/01/08,816432,LBN
14/01/09,819239,LBN
14/01/10,820897,LBN
14/01/14,823868,LBN
14/01/15,826669,LBN
14/01/16,828953,LBN
14/01/18,831131,LBN
14/01/20,833637,LBN
14/01/21,836172,LBN
14/01/22,839179,LBN
14/01/23,841942,LBN
14/01/24,844021,LBN
14/01/27,846724,LBN
14/01/28,849565,LBN
14/01/29,852172,LBN
14/01/30,854352,LBN
14/01/31,856522,LBN
14/02/03,859283,LBN
14/02/04,862231,LBN
14/02/05,864944,LBN
14/02/06,867431,LBN
14/02/07,869443,LBN
14/02/10,871849,LBN
14/02/11,874195,LBN
14/02/12,877282,LBN
14/02/13,879907,LBN
14/02/14,881755,LBN
14/02/17,879860,LBN
14/02/18,882204,LBN
14/02/19,883744,LBN
14/02/20,886085,LBN
14/02/21,887976,LBN
14/02/24,890694,LBN
14/02/26,895647,LBN
14/02/27,898271,LBN
14/02/28,899633,LBN
14/03/03,901750,LBN
14/03/04,903828,LBN
14/03/05,906162,LBN
14/03/06,907678,LBN
14/03/07,910222,LBN
14/03/10,912492,LBN
14/03/11,915095,LBN
14/03/12,917307,LBN
14/03/13,919124,LBN
14/03/15,921801,LBN
14/03/17,924111,LBN
14/03/18,926353,LBN
14/03/19,928588,LBN
14/03/20,931133,LBN
14/03/22,933225,LBN
14/03/24,935821,LBN
14/03/25,938556,LBN
14/03/26,940963,LBN
14/03/27,943375,LBN
14/03/28,944494,LBN
14/03/31,945922,LBN
14/04/01,948575,LBN
14/04/02,951033,LBN
14/04/03,953626,LBN
14/04/05,956190,LBN
14/04/07,958725,LBN
14/04/08,961315,LBN
14/04/09,964063,LBN
14/04/10,966267,LBN
14/04/12,969247,LBN
14/04/14,971848,LBN
14/04/15,974473,LBN
14/04/16,976444,LBN
14/04/17,979146,LBN
14/04/22,981820,LBN
14/04/26,987885,LBN
14/04/28,990458,LBN
14/04/30,995221,LBN
14/05/02,997251,LBN
14/05/05,999131,LBN
14/05/06,1000831,LBN
14/05/07,1003137,LBN
14/05/08,1005363,LBN
14/05/10,1008271,LBN
14/05/12,1007816,LBN
14/05/13,1010123,LBN
14/05/14,1012281,LBN
14/05/15,1014530,LBN
14/05/17,1015942,LBN
14/05/19,1018160,LBN
14/05/20,1020164,LBN
14/05/21,1022222,LBN
14/05/27,1029778,LBN
14/05/29,1034176,LBN
14/05/31,1030413,LBN
14/06/02,1032469,LBN
14/06/03,1034393,LBN
14/06/05,1038101,LBN
14/06/07,1040009,LBN
14/06/09,1042097,LBN
14/06/10,1043947,LBN
14/06/11,1046012,LBN
14/06/12,1047898,LBN
14/06/13,1049587,LBN
14/06/16,1051461,LBN
14/06/17,1053552,LBN
14/06/18,1055393,LBN
14/06/19,1057270,LBN
14/06/21,1059431,LBN
14/06/23,1061355,LBN
14/06/24,1062932,LBN
14/06/26,1066574,LBN
14/06/28,1068859,LBN
14/06/30,1070802,LBN
14/07/01,1072552,LBN
14/07/05,1078432,LBN
14/07/07,1078331,LBN
14/07/09,1082408,LBN
14/07/10,1084550,LBN
14/07/12,1086885,LBN
14/07/14,1088936,LBN
14/07/15,1089068,LBN
14/07/17,1092982,LBN
14/07/19,1095293,LBN
14/07/21,1097321,LBN
14/07/22,1099403,LBN
14/07/23,1101562,LBN
14/07/24,1103707,LBN
14/07/26,1105309,LBN
14/07/29,1106873,LBN
14/07/30,1109020,LBN
14/07/31,1110863,LBN
14/08/01,1112635,LBN
14/08/04,1114560,LBN
14/08/05,1116146,LBN
14/08/06,1117712,LBN
14/08/07,1119606,LBN
14/08/08,1121041,LBN
14/08/11,1122899,LBN
14/08/12,1124494,LBN
14/08/14,1126748,LBN
14/08/15,1127227,LBN
14/08/18,1128912,LBN
14/08/19,1130240,LBN
14/08/20,1132308,LBN
14/08/21,1134243,LBN
14/08/22,1135333,LBN
14/08/25,1136917,LBN
14/08/26,1138627,LBN
14/08/27,1140410,LBN
14/08/28,1142252,LBN
14/08/29,1143178,LBN
14/09/11,1153387,LBN
14/09/15,1155928,LBN
14/09/17,1158755,LBN
14/09/18,1160021,LBN
14/09/19,1161459,LBN
14/09/22,1162697,LBN
14/09/23,1163709,LBN
14/09/24,1164897,LBN
14/09/25,1166061,LBN
14/09/26,1166760,LBN
14/09/29,1161128,LBN
14/09/30,1140585,LBN
14/10/01,1141496,LBN
14/10/02,1129889,LBN
14/10/03,1130513,LBN
14/10/07,1131200,LBN
14/10/08,1131913,LBN
14/10/09,1125122,LBN
14/10/11,1124583,LBN
14/10/13,1125369,LBN
14/10/14,1125998,LBN
14/10/15,1125264,LBN
14/10/16,1124942,LBN
14/10/17,1123437,LBN
14/10/20,1121729,LBN
14/10/21,1122532,LBN
14/10/22,1123398,LBN
14/10/30,1122745,LBN
14/10/31,1123150,LBN
14/11/03,1124231,LBN
14/11/04,1124896,LBN
14/11/05,1125420,LBN
14/11/06,1125953,LBN
14/11/07,1126726,LBN
14/11/11,1128125,LBN
14/11/12,1128813,LBN
14/11/13,1130274,LBN
14/11/14,1131480,LBN
14/11/17,1132130,LBN
14/11/18,1132847,LBN
14/11/19,1132914,LBN
14/11/21,1134574,LBN
14/11/25,1135360,LBN
14/11/26,1132875,LBN
14/11/27,1133632,LBN
14/11/28,1133934,LBN
14/12/01,1134817,LBN
14/12/02,1132258,LBN
14/12/03,1132549,LBN
14/12/04,1133118,LBN
14/12/05,1134419,LBN
14/12/08,1134675,LBN
14/12/09,1134937,LBN
14/12/10,1135454,LBN
14/12/11,1135793,LBN
14/12/12,1135644,LBN
14/12/15,1136608,LBN
14/12/16,1137050,LBN
14/12/17,1138172,LBN
14/12/18,1140036,LBN
14/12/22,1142247,LBN
14/12/23,1143476,LBN
14/12/24,1143872,LBN
14/12/26,1144389,LBN
14/12/29,1145130,LBN
14/12/30,1145711,LBN
14/12/31,1146405,LBN
15/01/02,1146911,LBN
15/01/06,1147937,LBN
15/01/07,1148372,LBN
15/01/08,1148844,LBN
15/01/15,1151676,LBN
15/01/22,1154593,LBN
15/01/29,1154848,LBN
15/01/30,1155660,LBN
15/02/02,1156562,LBN
15/02/03,1157412,LBN
15/02/04,1158259,LBN
15/02/05,1156418,LBN
15/02/06,1155524,LBN
15/02/09,1156401,LBN
15/02/10,1157294,LBN
15/02/11,1158174,LBN
15/02/12,1158710,LBN
15/02/13,1159694,LBN
15/02/16,1160578,LBN
15/02/17,1161546,LBN
15/02/18,1162402,LBN
15/02/19,1163201,LBN
15/02/20,1163785,LBN
15/02/23,1164631,LBN
15/02/24,1165500,LBN
15/02/26,1167067,LBN
15/02/27,1167521,LBN
15/03/02,1167960,LBN
15/03/03,1168441,LBN
15/03/04,1169246,LBN
15/03/05,1169842,LBN
15/03/06,1170533,LBN
15/03/09,1171369,LBN
15/03/10,1172170,LBN
15/03/12,1173327,LBN
15/03/13,1174059,LBN
15/03/16,1174689,LBN
15/03/17,1175360,LBN
15/03/18,1176054,LBN
15/03/20,1177234,LBN
15/03/23,1178053,LBN
15/03/25,1179079,LBN
15/03/26,1180185,LBN
15/03/27,1180545,LBN
15/03/30,1180641,LBN
15/03/31,1181030,LBN
15/04/01,1181558,LBN
15/04/02,1182087,LBN
15/04/03,1182516,LBN
15/04/07,1183786,LBN
15/04/08,1184282,LBN
15/04/09,1184813,LBN
15/04/10,1185241,LBN
15/05/07,1183327,LBN
15/06/10,1174690,LBN
15/07/06,1172753,LBN
15/08/25,1113941,LBN
15/09/30,1078338,LBN
15/10/31,1075637,LBN
15/11/30,1070189,LBN
15/12/31,1069111,LBN
16/01/31,1067785,LBN
11/12/16,8000,TUR
12/01/15,9500,TUR
12/02/29,10658,TUR
12/04/18,23955,TUR
12/04/23,23702,TUR
12/04/25,29441,TUR
12/04/26,29082,TUR
12/05/02,29037,TUR
12/05/07,28750,TUR
12/05/21,28517,TUR
12/06/01,30172,TUR
12/06/04,31986,TUR
12/06/12,33110,TUR
12/06/22,37839,TUR
12/06/25,38085,TUR
12/06/26,38784,TUR
12/07/04,40804,TUR
12/07/05,41270,TUR
12/07/12,43058,TUR
12/07/20,48387,TUR
12/07/23,49092,TUR
12/07/31,49893,TUR
12/08/01,49743,TUR
12/08/08,51999,TUR
12/08/09,52758,TUR
12/08/10,55932,TUR
12/08/14,65415,TUR
12/08/15,67155,TUR
12/08/22,75533,TUR
12/08/23,79817,TUR
12/08/27,84114,TUR
12/08/29,84989,TUR
12/08/30,86990,TUR
12/08/31,89223,TUR
12/09/03,92900,TUR
12/09/04,93525,TUR
12/09/05,93563,TUR
12/09/06,93455,TUR
12/09/07,93541,TUR
12/09/10,92049,TUR
12/09/11,91701,TUR
12/09/12,93363,TUR
12/09/13,93429,TUR
12/09/17,93841,TUR
12/09/18,93922,TUR
12/09/19,93946,TUR
12/09/20,97426,TUR
12/09/21,97427,TUR
12/09/24,98302,TUR
12/09/25,98209,TUR
12/09/26,98343,TUR
12/09/27,102041,TUR
12/09/28,102050,TUR
12/10/01,102521,TUR
12/10/02,102514,TUR
12/10/03,102560,TUR
12/10/04,108487,TUR
12/10/05,108290,TUR
12/10/08,111344,TUR
12/10/09,111325,TUR
12/10/10,111359,TUR
12/10/11,111251,TUR
12/10/12,111275,TUR
12/10/15,110887,TUR
12/10/17,110910,TUR
12/10/18,114820,TUR
12/10/19,114517,TUR
12/10/22,116225,TUR
12/10/23,116296,TUR
12/10/29,116568,TUR
12/10/30,116658,TUR
12/10/31,116794,TUR
12/11/01,116771,TUR
12/11/02,122774,TUR
12/11/04,122731,TUR
12/11/05,125621,TUR
12/11/06,125675,TUR
12/11/07,126919,TUR
12/11/08,126744,TUR
12/11/09,126751,TUR
12/11/11,126467,TUR
12/11/12,127478,TUR
12/11/13,127444,TUR
12/11/14,129559,TUR
12/11/15,129586,TUR
12/11/16,129626,TUR
12/11/17,129664,TUR
12/11/18,129684,TUR
12/11/19,134892,TUR
12/11/20,134887,TUR
12/11/21,134916,TUR
12/11/22,134934,TUR
12/11/23,134937,TUR
12/11/24,135260,TUR
12/11/25,134977,TUR
12/11/26,138574,TUR
12/11/27,138581,TUR
12/11/28,138571,TUR
12/11/29,138594,TUR
12/11/30,138579,TUR
12/12/01,138609,TUR
12/12/04,138644,TUR
12/12/05,138670,TUR
12/12/06,150456,TUR
12/12/07,150476,TUR
12/12/08,150473,TUR
12/12/09,150482,TUR
12/12/10,151244,TUR
12/12/11,151795,TUR
12/12/13,152972,TUR
12/12/14,153008,TUR
12/12/16,152981,TUR
12/12/17,156481,TUR
12/12/18,156546,TUR
12/12/19,156557,TUR
12/12/20,166696,TUR
12/12/21,168142,TUR
12/12/24,170338,TUR
12/12/25,170362,TUR
12/12/26,170398,TUR
12/12/27,170445,TUR
12/12/28,170422,TUR
12/12/29,170468,TUR
12/12/31,170912,TUR
13/01/01,174598,TUR
13/01/02,174596,TUR
13/01/03,174573,TUR
13/01/04,174491,TUR
13/01/05,174378,TUR
13/01/06,176843,TUR
13/01/07,176815,TUR
13/01/08,176927,TUR
13/01/09,176476,TUR
13/01/10,176992,TUR
13/01/11,176967,TUR
13/01/12,177004,TUR
13/01/14,179404,TUR
13/01/15,182096,TUR
13/01/16,183493,TUR
13/01/17,183501,TUR
13/01/18,183504,TUR
13/01/20,183520,TUR
13/01/21,183558,TUR
13/01/22,185654,TUR
13/01/23,185823,TUR
13/01/24,185812,TUR
13/01/25,185781,TUR
13/01/26,185801,TUR
13/01/27,185796,TUR
13/01/28,192156,TUR
13/01/30,192083,TUR
13/01/31,192095,TUR
13/02/01,192190,TUR
13/02/02,192099,TUR
13/02/03,192384,TUR
13/02/04,199731,TUR
13/02/05,199788,TUR
13/02/06,206268,TUR
13/02/07,207002,TUR
13/02/11,206475,TUR
13/02/13,209461,TUR
13/02/14,210984,TUR
13/02/15,211876,TUR
13/02/25,213101,TUR
13/02/26,213768,TUR
13/02/27,213840,TUR
13/03/01,214460,TUR
13/03/05,215237,TUR
13/03/09,256455,TUR
13/03/15,258596,TUR
13/03/18,258611,TUR
13/03/22,259890,TUR
13/04/08,289756,TUR
13/04/17,287643,TUR
13/04/22,308933,TUR
13/04/23,309749,TUR
13/04/24,310407,TUR
13/04/25,309759,TUR
13/04/26,309942,TUR
13/04/29,313065,TUR
13/04/30,312793,TUR
13/05/01,313334,TUR
13/05/02,319479,TUR
13/05/03,319277,TUR
13/05/06,322640,TUR
13/05/07,320715,TUR
13/05/08,322601,TUR
13/05/09,322920,TUR
13/05/10,324425,TUR
13/05/13,328336,TUR
13/05/14,328584,TUR
13/05/16,346027,TUR
13/05/17,346685,TUR
13/05/20,350606,TUR
13/05/21,350674,TUR
13/05/22,350861,TUR
13/05/23,350859,TUR
13/05/24,350667,TUR
13/05/27,377491,TUR
13/05/28,377744,TUR
13/05/30,378014,TUR
13/05/31,373792,TUR
13/06/03,373996,TUR
13/06/05,383076,TUR
13/06/10,384628,TUR
13/06/11,384858,TUR
13/06/17,394489,TUR
13/06/18,393902,TUR
13/06/19,392481,TUR
13/06/20,393437,TUR
13/06/26,406290,TUR
13/07/04,406307,TUR
13/07/08,410743,TUR
13/07/09,410730,TUR
13/07/12,410717,TUR
13/07/16,422343,TUR
13/07/18,423421,TUR
13/07/19,423408,TUR
13/07/22,438752,TUR
13/07/23,438800,TUR
13/07/26,438781,TUR
13/07/30,442721,TUR
13/07/31,442635,TUR
13/08/05,447368,TUR
13/08/12,446525,TUR
13/08/14,447121,TUR
13/08/15,447130,TUR
13/08/19,454896,TUR
13/08/20,454911,TUR
13/08/21,454922,TUR
13/08/22,454927,TUR
13/08/27,473791,TUR
13/08/29,474161,TUR
13/09/02,479839,TUR
13/09/16,513546,TUR
13/09/17,513542,TUR
13/09/18,513568,TUR
13/09/19,513575,TUR
13/09/22,517384,TUR
13/09/24,521406,TUR
13/09/26,521437,TUR
13/10/01,529541,TUR
13/10/04,529577,TUR
13/10/07,534173,TUR
13/10/09,534049,TUR
13/10/10,535761,TUR
13/10/11,535765,TUR
13/10/21,535351,TUR
13/10/22,535333,TUR
13/10/23,535357,TUR
13/10/24,535344,TUR
13/10/25,539594,TUR
13/10/29,539596,TUR
13/10/31,540268,TUR
13/11/02,544506,TUR
13/11/04,544543,TUR
13/11/05,545787,TUR
13/11/06,546874,TUR
13/11/07,546807,TUR
13/11/08,569710,TUR
13/11/11,550171,TUR
13/11/12,550100,TUR
13/11/15,549923,TUR
13/11/17,553655,TUR
13/11/20,555210,TUR
13/11/21,555828,TUR
13/11/27,560940,TUR
13/11/28,561024,TUR
13/11/30,570479,TUR
13/12/03,570727,TUR
13/12/04,570771,TUR
13/12/05,570873,TUR
13/12/08,573789,TUR
13/12/09,573629,TUR
13/12/10,573904,TUR
13/12/11,574458,TUR
13/12/12,573869,TUR
13/12/16,587389,TUR
13/12/17,587259,TUR
13/12/18,587224,TUR
13/12/19,587616,TUR
13/12/22,588966,TUR
13/12/24,590202,TUR
13/12/25,591450,TUR
13/12/29,594536,TUR
13/12/31,560129,TUR
14/01/01,559994,TUR
14/01/05,565423,TUR
14/01/06,565444,TUR
14/01/07,565508,TUR
14/01/08,565776,TUR
14/01/09,566134,TUR
14/01/10,569199,TUR
14/01/12,571064,TUR
14/01/13,571513,TUR
14/01/14,571512,TUR
14/01/15,571684,TUR
14/01/16,571627,TUR
14/01/19,577313,TUR
14/01/20,577349,TUR
14/01/22,577936,TUR
14/01/23,577937,TUR
14/01/26,580119,TUR
14/01/27,580419,TUR
14/01/28,580542,TUR
14/01/29,580304,TUR
14/01/30,580756,TUR
14/02/02,593830,TUR
14/02/03,594397,TUR
14/02/04,594827,TUR
14/02/05,594854,TUR
14/02/06,595055,TUR
14/02/09,602662,TUR
14/02/10,602744,TUR
14/02/12,602739,TUR
14/02/13,603289,TUR
14/02/16,612502,TUR
14/02/17,612570,TUR
14/02/18,612535,TUR
14/02/19,612826,TUR
14/02/20,613393,TUR
14/02/23,619593,TUR
14/02/24,619642,TUR
14/02/25,619523,TUR
14/02/26,619356,TUR
14/02/27,619470,TUR
14/02/28,624308,TUR
14/03/02,624248,TUR
14/03/03,624415,TUR
14/03/04,624539,TUR
14/03/05,624666,TUR
14/03/06,624465,TUR
14/03/09,634344,TUR
14/03/10,634147,TUR
14/03/11,634901,TUR
14/03/12,634788,TUR
14/03/13,634882,TUR
14/03/16,642867,TUR
14/03/17,641771,TUR
14/03/18,641889,TUR
14/03/19,641906,TUR
14/03/20,642482,TUR
14/03/23,647379,TUR
14/03/24,647894,TUR
14/03/25,648909,TUR
14/03/26,649161,TUR
14/03/27,649302,TUR
14/03/30,667499,TUR
14/03/31,667496,TUR
14/04/01,667556,TUR
14/04/02,667636,TUR
14/04/03,667448,TUR
14/04/05,680377,TUR
14/04/06,679753,TUR
14/04/07,679910,TUR
14/04/08,679843,TUR
14/04/09,679697,TUR
14/04/13,713437,TUR
14/04/14,713092,TUR
14/04/15,712911,TUR
14/04/16,712555,TUR
14/04/20,715306,TUR
14/04/21,715215,TUR
14/04/23,714733,TUR
14/04/24,714552,TUR
14/04/25,722521,TUR
14/04/26,722055,TUR
14/04/28,722234,TUR
14/04/29,722216,TUR
14/04/30,735864,TUR
14/05/01,735618,TUR
14/05/04,735888,TUR
14/05/05,736040,TUR
14/05/06,736087,TUR
14/05/07,736137,TUR
14/05/08,736296,TUR
14/05/11,742816,TUR
14/05/12,743021,TUR
14/05/13,743277,TUR
14/05/15,743008,TUR
14/05/19,747735,TUR
14/05/20,748066,TUR
14/05/21,747909,TUR
14/05/22,747803,TUR
14/05/25,761779,TUR
14/05/26,761674,TUR
14/05/27,761206,TUR
14/05/28,761274,TUR
14/05/29,761297,TUR
14/05/31,761171,TUR
14/06/01,765560,TUR
14/06/02,765369,TUR
14/06/03,765113,TUR
